Country,Year,Variable,Unit,Value
Kuwait,2008,Energy Consumption per Capita,Gigajoules per capita,468.8436734
Kuwait,2008,Economy-wide Energy Intensity,Megajoules per $ GDP,7.022060122
Kuwait,2008,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.569156319
Kuwait,2012,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,105.8016403
Kuwait,2012,Fossil Fuel Consumption,Exajoules,1.522080421
Kuwait,2012,Renewable Energy Consumption,Share of Total Energy Consumption,0
Kuwait,2012,Carbon Intensity,tonne CO2-eq per Megajoule,69.51120314
Kuwait,2012,Energy Consumption per Capita,Gigajoules per capita,456.1189702
Kuwait,2012,Economy-wide Energy Intensity,Megajoules per $ GDP,8.107725885
Kuwait,2012,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.563577781
Kuwait,2017,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,119.1017663
Kuwait,2017,Fossil Fuel Consumption,Exajoules,1.680657918
Kuwait,2017,Renewable Energy Consumption,Share of Total Energy Consumption,0.000113972
Kuwait,2017,Carbon Intensity,tonne CO2-eq per Megajoule,70.85807855
Kuwait,2017,Energy Consumption per Capita,Gigajoules per capita,404.5673522
Kuwait,2017,Economy-wide Energy Intensity,Megajoules per $ GDP,8.927473347
Kuwait,2017,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.632583608
Kuwait,2024,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,131.2153693
Kuwait,2024,Fossil Fuel Consumption,Exajoules,1.888572108
Kuwait,2024,Renewable Energy Consumption,Share of Total Energy Consumption,0.000584679
Kuwait,2024,Carbon Intensity,tonne CO2-eq per Megajoule,69.43799017
Kuwait,2024,Energy Consumption per Capita,Gigajoules per capita,382.9514405
Kuwait,2024,Economy-wide Energy Intensity,Megajoules per $ GDP,9.728938122
Kuwait,2024,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.67555791
Latvia,1990,Fossil Fuel Consumption,Exajoules,0.263937015
Latvia,1990,Renewable Energy Consumption,Share of Total  Energy Consumption,0.057780411
Latvia,1990,Energy Consumption per Capita,Gigajoules per capita,105.3040284
Latvia,1990,Economy-wide Energy Intensity,Megajoules per $ GDP,6.312582493
Latvia,2008,Fossil Fuel Consumption,Exajoules,0.135131287
Latvia,2008,Renewable Energy Consumption,Share of Total  Energy Consumption,0.081348204
Latvia,2008,Energy Consumption per Capita,Gigajoules per capita,67.54676345
Latvia,2008,Economy-wide Energy Intensity,Megajoules per $ GDP,2.768777004
Latvia,2012,Fossil Fuel Consumption,Exajoules,0.124834162
Latvia,2012,Renewable Energy Consumption,Share of Total  Energy Consumption,0.124477655
Latvia,2012,Energy Consumption per Capita,Gigajoules per capita,70.07774863
Latvia,2012,Economy-wide Energy Intensity,Megajoules per $ GDP,3.008511375
Latvia,2017,Fossil Fuel Consumption,Exajoules,0.122925769
Latvia,2017,Renewable Energy Consumption,Share of Total  Energy Consumption,0.179633448
Latvia,2017,Energy Consumption per Capita,Gigajoules per capita,77.13526058
Latvia,2017,Economy-wide Energy Intensity,Megajoules per $ GDP,2.765075201
Latvia,2024,Fossil Fuel Consumption,Exajoules,0.096652614
Latvia,2024,Renewable Energy Consumption,Share of Total  Energy Consumption,0.174702964
Latvia,2024,Energy Consumption per Capita,Gigajoules per capita,62.56441613
Latvia,2024,Economy-wide Energy Intensity,Megajoules per $ GDP,1.921629147
Lithuania,1990,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,35.83575953
Lithuania,1990,Fossil Fuel Consumption,Exajoules,0.527436152
Lithuania,1990,Renewable Energy Consumption,Share of Total Energy Consumption,0.002085231
Lithuania,1990,Carbon Intensity,tonne CO2-eq per Megajoule,50.13809778
Lithuania,1990,Energy Consumption per Capita,Gigajoules per capita,193.4340423
Lithuania,1990,Economy-wide Energy Intensity,Megajoules per $ GDP,11.04207438
Lithuania,1990,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.553628605
Lithuania,2008,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,13.96103942
Lithuania,2008,Fossil Fuel Consumption,Exajoules,0.247379958
Lithuania,2008,Renewable Energy Consumption,Share of Total Energy Consumption,0.014529824
Lithuania,2008,Carbon Intensity,tonne CO2-eq per Megajoule,38.72151218
Lithuania,2008,Energy Consumption per Capita,Gigajoules per capita,112.7254051
Lithuania,2008,Economy-wide Energy Intensity,Megajoules per $ GDP,4.388537506
Lithuania,2008,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.169930808
Lithuania,2012,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,12.85030216
Lithuania,2012,Fossil Fuel Consumption,Exajoules,0.232514465
Lithuania,2012,Renewable Energy Consumption,Share of Total Energy Consumption,0.034797042
Lithuania,2012,Carbon Intensity,tonne CO2-eq per Megajoule,53.34356145
Lithuania,2012,Energy Consumption per Capita,Gigajoules per capita,80.61259889
Lithuania,2012,Economy-wide Energy Intensity,Megajoules per $ GDP,3.081283557
Lithuania,2012,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.164366639
Lithuania,2017,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,12.40181294
Lithuania,2017,Fossil Fuel Consumption,Exajoules,0.220664931
Lithuania,2017,Renewable Energy Consumption,Share of Total Energy Consumption,0.06688294
Lithuania,2017,Carbon Intensity,tonne CO2-eq per Megajoule,52.44305719
Lithuania,2017,Energy Consumption per Capita,Gigajoules per capita,83.58268801
Lithuania,2017,Economy-wide Energy Intensity,Megajoules per $ GDP,2.534660873
Lithuania,2017,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.132925365
Lithuania,2024,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,12.25709183
Lithuania,2024,Fossil Fuel Consumption,Exajoules,0.199946714
Lithuania,2024,Renewable Energy Consumption,Share of Total Energy Consumption,0.142666848
Lithuania,2024,Carbon Intensity,tonne CO2-eq per Megajoule,52.55605712
Lithuania,2024,Energy Consumption per Capita,Gigajoules per capita,81.5706268
Lithuania,2024,Economy-wide Energy Intensity,Megajoules per $ GDP,2.030699983
Lithuania,2024,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.106725584
Luxembourg,1990,Fossil Fuel Consumption,Exajoules,0.13285565
Luxembourg,1990,Renewable Energy Consumption,Share of Total  Energy Consumption,0.002915088
Luxembourg,1990,Energy Consumption per Capita,Gigajoules per capita,349.0806047
Luxembourg,1990,Economy-wide Energy Intensity,Megajoules per $ GDP,5.11018027
Luxembourg,2008,Fossil Fuel Consumption,Exajoules,0.174364467
Luxembourg,2008,Renewable Energy Consumption,Share of Total  Energy Consumption,0.018836266
Luxembourg,2008,Energy Consumption per Capita,Gigajoules per capita,363.4264308
Luxembourg,2008,Economy-wide Energy Intensity,Megajoules per $ GDP,3.160162959
Luxembourg,2012,Fossil Fuel Consumption,Exajoules,0.167475498
Luxembourg,2012,Renewable Energy Consumption,Share of Total  Energy Consumption,0.02194682
Luxembourg,2012,Energy Consumption per Capita,Gigajoules per capita,322.505275
Luxembourg,2012,Economy-wide Energy Intensity,Megajoules per $ GDP,2.955441137
Luxembourg,2017,Fossil Fuel Consumption,Exajoules,0.148984981
Luxembourg,2017,Renewable Energy Consumption,Share of Total  Energy Consumption,0.05112597
Luxembourg,2017,Energy Consumption per Capita,Gigajoules per capita,263.2245474
Luxembourg,2017,Economy-wide Energy Intensity,Megajoules per $ GDP,2.352432322
Luxembourg,2024,Fossil Fuel Consumption,Exajoules,0.12205131
Luxembourg,2024,Renewable Energy Consumption,Share of Total  Energy Consumption,0.107262643
Luxembourg,2024,Energy Consumption per Capita,Gigajoules per capita,203.1329874
Luxembourg,2024,Economy-wide Energy Intensity,Megajoules per $ GDP,1.835598453
Malaysia,1990,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,64.62958
Malaysia,1990,Fossil Fuel Consumption,Exajoules,0.826706424
Malaysia,1990,Renewable Energy Consumption,Share of Total Energy Consumption,0.017232569
Malaysia,1990,Carbon Intensity,tonne CO2-eq per Megajoule,76.8299885
Malaysia,1990,Energy Consumption per Capita,Gigajoules per capita,47.1706642
Malaysia,1990,Economy-wide Energy Intensity,Megajoules per $ GDP,4.497742959
Malaysia,1990,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.34556154
Malaysia,2008,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,230.6840589
Malaysia,2008,Fossil Fuel Consumption,Exajoules,3.274695873
Malaysia,2008,Renewable Energy Consumption,Share of Total Energy Consumption,0.011642018
Malaysia,2008,Carbon Intensity,tonne CO2-eq per Megajoule,69.62430599
Malaysia,2008,Energy Consumption per Capita,Gigajoules per capita,120.17635
Malaysia,2008,Economy-wide Energy Intensity,Megajoules per $ GDP,6.032404216
Malaysia,2008,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.420001957
Malaysia,2012,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,248.6082262
Malaysia,2012,Fossil Fuel Consumption,Exajoules,3.632989049
Malaysia,2012,Renewable Energy Consumption,Share of Total Energy Consumption,0.014785629
Malaysia,2012,Carbon Intensity,tonne CO2-eq per Megajoule,67.41897519
Malaysia,2012,Energy Consumption per Capita,Gigajoules per capita,124.3142032
Malaysia,2012,Economy-wide Energy Intensity,Megajoules per $ GDP,5.708534495
Malaysia,2012,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.384863545
Malaysia,2017,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,267.2129372
Malaysia,2017,Fossil Fuel Consumption,Exajoules,3.993555605
Malaysia,2017,Renewable Energy Consumption,Share of Total Energy Consumption,0.029652214
Malaysia,2017,Carbon Intensity,tonne CO2-eq per Megajoule,64.92697504
Malaysia,2017,Energy Consumption per Capita,Gigajoules per capita,127.19858
Malaysia,2017,Economy-wide Energy Intensity,Megajoules per $ GDP,4.94658632
Malaysia,2017,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.321166887
Malaysia,2024,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,337.1805087
Malaysia,2024,Fossil Fuel Consumption,Exajoules,4.544090509
Malaysia,2024,Renewable Energy Consumption,Share of Total Energy Consumption,0.044861124
Malaysia,2024,Carbon Intensity,tonne CO2-eq per Megajoule,70.87319655
Malaysia,2024,Energy Consumption per Capita,Gigajoules per capita,133.7972258
Malaysia,2024,Economy-wide Energy Intensity,Megajoules per $ GDP,4.512875049
Malaysia,2024,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.31984188
Malaysia,2024,Wind,Share of Generation Mix,0
Malaysia,2024,Solar,Share of Generation Mix,0.016491413
Malaysia,2024,Hydro,Share of Generation Mix,0.16105838
Malaysia,2024,Other Renewables,Share of Generation Mix,0.006910342
Malaysia,2024,Nuclear,Share of Generation Mix,0
Malaysia,2024,Gas,Share of Generation Mix,0.345034623
Malaysia,2024,Oil,Share of Generation Mix,0.011355901
Malaysia,2024,Coal ,Share of Generation Mix,0.459149341
Malaysia,2024,Other non-Renewable,Share of Generation Mix,0
Mexico,1990,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,329.8903067
Mexico,1990,Fossil Fuel Consumption,Exajoules,4.405689105
Mexico,1990,Renewable Energy Consumption,Share of Total Energy Consumption,0.057873333
Mexico,1990,Carbon Intensity,tonne CO2-eq per Megajoule,70.03547162
Mexico,1990,Energy Consumption per Capita,Gigajoules per capita,56.8742103
Mexico,1990,Economy-wide Energy Intensity,Megajoules per $ GDP,3.620828186
Mexico,1990,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.25358641
Mexico,2008,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,569.4065467
Mexico,2008,Fossil Fuel Consumption,Exajoules,7.176621109
Mexico,2008,Renewable Energy Consumption,Share of Total Energy Consumption,0.053156547
Mexico,2008,Carbon Intensity,tonne CO2-eq per Megajoule,74.02120192
Mexico,2008,Energy Consumption per Capita,Gigajoules per capita,69.69448421
Mexico,2008,Economy-wide Energy Intensity,Megajoules per $ GDP,3.636407891
Mexico,2008,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.269171283
Mexico,2012,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,566.7923191
Mexico,2012,Fossil Fuel Consumption,Exajoules,7.558089316
Mexico,2012,Renewable Energy Consumption,Share of Total Energy Consumption,0.04488446
Mexico,2012,Carbon Intensity,tonne CO2-eq per Megajoule,70.73024296
Mexico,2012,Energy Consumption per Capita,Gigajoules per capita,68.59749656
Mexico,2012,Economy-wide Energy Intensity,Megajoules per $ GDP,3.593665941
Mexico,2012,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.254180865
Mexico,2017,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,575.4963162
Mexico,2017,Fossil Fuel Consumption,Exajoules,7.791040361
Mexico,2017,Renewable Energy Consumption,Share of Total Energy Consumption,0.048402096
Mexico,2017,Carbon Intensity,tonne CO2-eq per Megajoule,69.23609707
Mexico,2017,Energy Consumption per Capita,Gigajoules per capita,67.35884156
Mexico,2017,Economy-wide Energy Intensity,Megajoules per $ GDP,3.3781218
Mexico,2017,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.233887969
Mexico,2024,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,544.2488211
Mexico,2024,Fossil Fuel Consumption,Exajoules,7.493896037
Mexico,2024,Renewable Energy Consumption,Share of Total Energy Consumption,0.051794798
Mexico,2024,Carbon Intensity,tonne CO2-eq per Megajoule,67.65199638
Mexico,2024,Energy Consumption per Capita,Gigajoules per capita,61.47614441
Mexico,2024,Economy-wide Energy Intensity,Megajoules per $ GDP,3.051489198
Mexico,2024,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.206439336
Mexico,2024,Wind,Share of Generation Mix,0.055616386
Mexico,2024,Solar,Share of Generation Mix,0.072419909
Mexico,2024,Hydro,Share of Generation Mix,0.066280583
Mexico,2024,Other Renewables,Share of Generation Mix,0.016876179
Mexico,2024,Nuclear,Share of Generation Mix,0.034646862
Mexico,2024,Gas,Share of Generation Mix,0.624080618
Mexico,2024,Oil,Share of Generation Mix,0.095198675
Mexico,2024,Coal ,Share of Generation Mix,0.034880787
Mexico,2024,Other non-Renewable,Share of Generation Mix,0
Morocco,1990,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,23.17734888
Morocco,1990,Fossil Fuel Consumption,Exajoules,0.284933637
Morocco,1990,Renewable Energy Consumption,Share of Total Energy Consumption,0.015180127
Morocco,1990,Carbon Intensity,tonne CO2-eq per Megajoule,80.1081735
Morocco,1990,Energy Consumption per Capita,Gigajoules per capita,11.86950169
Morocco,1990,Economy-wide Energy Intensity,Megajoules per $ GDP,2.757922428
Morocco,1990,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.220932128
Morocco,2008,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,54.24185878
Morocco,2008,Fossil Fuel Consumption,Exajoules,0.636188792
Morocco,2008,Renewable Energy Consumption,Share of Total Energy Consumption,0.006823352
Morocco,2008,Carbon Intensity,tonne CO2-eq per Megajoule,84.67886893
Morocco,2008,Energy Consumption per Capita,Gigajoules per capita,20.26653207
Morocco,2008,Economy-wide Energy Intensity,Megajoules per $ GDP,3.09681547
Morocco,2008,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.262234831
Morocco,2012,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,60.01166841
Morocco,2012,Fossil Fuel Consumption,Exajoules,0.727031905
Morocco,2012,Renewable Energy Consumption,Share of Total Energy Consumption,0.011547217
Morocco,2012,Carbon Intensity,tonne CO2-eq per Megajoule,81.5902286
Morocco,2012,Energy Consumption per Capita,Gigajoules per capita,22.05126296
Morocco,2012,Economy-wide Energy Intensity,Megajoules per $ GDP,3.030795163
Morocco,2012,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.24728327
Morocco,2017,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,65.34205159
Morocco,2017,Fossil Fuel Consumption,Exajoules,0.797277171
Morocco,2017,Renewable Energy Consumption,Share of Total Energy Consumption,0.023889395
Morocco,2017,Carbon Intensity,tonne CO2-eq per Megajoule,79.99861594
Morocco,2017,Energy Consumption per Capita,Gigajoules per capita,23.04295952
Morocco,2017,Economy-wide Energy Intensity,Megajoules per $ GDP,2.876218837
Morocco,2017,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.230093526
Morocco,2024,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,73.57736389
Morocco,2024,Fossil Fuel Consumption,Exajoules,0.903772373
Morocco,2024,Renewable Energy Consumption,Share of Total Energy Consumption,0.043786373
Morocco,2024,Carbon Intensity,tonne CO2-eq per Megajoule,77.84667865
Morocco,2024,Energy Consumption per Capita,Gigajoules per capita,24.81954517
Morocco,2024,Economy-wide Energy Intensity,Megajoules per $ GDP,2.889430857
Morocco,2024,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.224932595
Netherlands,1990,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,192.7790982
Netherlands,1990,Fossil Fuel Consumption,Exajoules,3.233671367
Netherlands,1990,Renewable Energy Consumption,Share of Total Energy Consumption,0.002383362
Netherlands,1990,Carbon Intensity,tonne CO2-eq per Megajoule,58.77964141
Netherlands,1990,Energy Consumption per Capita,Gigajoules per capita,218.1969433
Netherlands,1990,Economy-wide Energy Intensity,Megajoules per $ GDP,6.122143457
Netherlands,1990,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.359857397
Netherlands,2008,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,227.9307209
Netherlands,2008,Fossil Fuel Consumption,Exajoules,3.784555376
Netherlands,2008,Renewable Energy Consumption,Share of Total Energy Consumption,0.021250962
Netherlands,2008,Carbon Intensity,tonne CO2-eq per Megajoule,58.2467317
Netherlands,2008,Energy Consumption per Capita,Gigajoules per capita,235.773482
Netherlands,2008,Economy-wide Energy Intensity,Megajoules per $ GDP,4.497876816
Netherlands,2008,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.261986624
Netherlands,2012,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,216.3394536
Netherlands,2012,Fossil Fuel Consumption,Exajoules,3.75796476
Netherlands,2012,Renewable Energy Consumption,Share of Total Energy Consumption,0.028572085
Netherlands,2012,Carbon Intensity,tonne CO2-eq per Megajoule,55.29502617
Netherlands,2012,Energy Consumption per Capita,Gigajoules per capita,231.2984261
Netherlands,2012,Economy-wide Energy Intensity,Megajoules per $ GDP,4.574421347
Netherlands,2012,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.252942748
Netherlands,2017,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,204.8474228
Netherlands,2017,Fossil Fuel Consumption,Exajoules,3.566561937
Netherlands,2017,Renewable Energy Consumption,Share of Total Energy Consumption,0.029694897
Netherlands,2017,Carbon Intensity,tonne CO2-eq per Megajoule,55.15598276
Netherlands,2017,Energy Consumption per Capita,Gigajoules per capita,214.4895317
Netherlands,2017,Economy-wide Energy Intensity,Megajoules per $ GDP,3.975539398
Netherlands,2017,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.219274782
Netherlands,2024,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,151.3578074
Netherlands,2024,Fossil Fuel Consumption,Exajoules,2.673394874
Netherlands,2024,Renewable Energy Consumption,Share of Total Energy Consumption,0.102748294
Netherlands,2024,Carbon Intensity,tonne CO2-eq per Megajoule,50.0680864
Netherlands,2024,Energy Consumption per Capita,Gigajoules per capita,165.839178
Netherlands,2024,Economy-wide Energy Intensity,Megajoules per $ GDP,2.855091677
Netherlands,2024,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.142948977
Netherlands,2024,Wind,Share of Generation Mix,0.271022588
Netherlands,2024,Solar,Share of Generation Mix,0.175756985
Netherlands,2024,Hydro,Share of Generation Mix,0.000690198
Netherlands,2024,Other Renewables,Share of Generation Mix,0.058326534
Netherlands,2024,Nuclear,Share of Generation Mix,0.029053151
Netherlands,2024,Gas,Share of Generation Mix,0.357008269
Netherlands,2024,Oil,Share of Generation Mix,0.011088044
Netherlands,2024,Coal ,Share of Generation Mix,0.082320257
Netherlands,2024,Other non-Renewable,Share of Generation Mix,0.014733973
New Zealand,1990,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,26.70327105
New Zealand,1990,Fossil Fuel Consumption,Exajoules,0.39312274
New Zealand,1990,Renewable Energy Consumption,Share of Total Energy Consumption,0.300387032
New Zealand,1990,Carbon Intensity,tonne CO2-eq per Megajoule,47.52193743
New Zealand,1990,Energy Consumption per Capita,Gigajoules per capita,165.4159806
New Zealand,1990,Economy-wide Energy Intensity,Megajoules per $ GDP,6.293092252
New Zealand,1990,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.299059936
New Zealand,2008,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,39.2647022
New Zealand,2008,Fossil Fuel Consumption,Exajoules,0.542672664
New Zealand,2008,Renewable Energy Consumption,Share of Total Energy Consumption,0.308861938
New Zealand,2008,Carbon Intensity,tonne CO2-eq per Megajoule,50.00681346
New Zealand,2008,Energy Consumption per Capita,Gigajoules per capita,184.2373236
New Zealand,2008,Economy-wide Energy Intensity,Megajoules per $ GDP,5.084028669
New Zealand,2008,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.254236073
New Zealand,2012,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,37.43985612
New Zealand,2012,Fossil Fuel Consumption,Exajoules,0.539762422
New Zealand,2012,Renewable Energy Consumption,Share of Total Energy Consumption,0.378891594
New Zealand,2012,Carbon Intensity,tonne CO2-eq per Megajoule,43.08230364
New Zealand,2012,Energy Consumption per Capita,Gigajoules per capita,196.9843139
New Zealand,2012,Economy-wide Energy Intensity,Megajoules per $ GDP,5.260013158
New Zealand,2012,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.226613484
New Zealand,2017,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,38.35187811
New Zealand,2017,Fossil Fuel Consumption,Exajoules,0.588991012
New Zealand,2017,Renewable Energy Consumption,Share of Total Energy Consumption,0.405609946
New Zealand,2017,Carbon Intensity,tonne CO2-eq per Megajoule,38.70343377
New Zealand,2017,Energy Consumption per Capita,Gigajoules per capita,205.8939834
New Zealand,2017,Economy-wide Energy Intensity,Megajoules per $ GDP,5.047734291
New Zealand,2017,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.19536465
New Zealand,2024,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,33.22980805
New Zealand,2024,Fossil Fuel Consumption,Exajoules,0.485234573
New Zealand,2024,Renewable Energy Consumption,Share of Total Energy Consumption,0.473199831
New Zealand,2024,Carbon Intensity,tonne CO2-eq per Megajoule,36.07630028
New Zealand,2024,Energy Consumption per Capita,Gigajoules per capita,176.6605089
New Zealand,2024,Economy-wide Energy Intensity,Megajoules per $ GDP,3.978160023
New Zealand,2024,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.143517296
North Macedonia,1990,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,9.104243087
North Macedonia,1990,Fossil Fuel Consumption,Exajoules,0.101547673
North Macedonia,1990,Renewable Energy Consumption,Share of Total Energy Consumption,0.017108797
North Macedonia,1990,Carbon Intensity,tonne CO2-eq per Megajoule,88.12097943
North Macedonia,1990,Energy Consumption per Capita,Gigajoules per capita,50.06336875
North Macedonia,1990,Economy-wide Energy Intensity,Megajoules per $ GDP,4.946200283
North Macedonia,1990,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.435864013
North Macedonia,2008,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,9.864454491
North Macedonia,2008,Fossil Fuel Consumption,Exajoules,0.105915947
North Macedonia,2008,Renewable Energy Consumption,Share of Total Energy Consumption,0.028230381
North Macedonia,2008,Carbon Intensity,tonne CO2-eq per Megajoule,90.50551076
North Macedonia,2008,Energy Consumption per Capita,Gigajoules per capita,52.6323502
North Macedonia,2008,Economy-wide Energy Intensity,Megajoules per $ GDP,4.404437066
North Macedonia,2008,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.398625826
North Macedonia,2012,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,9.460114138
North Macedonia,2012,Fossil Fuel Consumption,Exajoules,0.102562967
North Macedonia,2012,Renewable Energy Consumption,Share of Total Energy Consumption,0.035430009
North Macedonia,2012,Carbon Intensity,tonne CO2-eq per Megajoule,88.96917205
North Macedonia,2012,Energy Consumption per Capita,Gigajoules per capita,52.44947716
North Macedonia,2012,Economy-wide Energy Intensity,Megajoules per $ GDP,4.095454649
North Macedonia,2012,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.364369209
North Macedonia,2017,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,7.79532589
North Macedonia,2017,Fossil Fuel Consumption,Exajoules,0.093438377
North Macedonia,2017,Renewable Energy Consumption,Share of Total Energy Consumption,0.051254158
North Macedonia,2017,Carbon Intensity,tonne CO2-eq per Megajoule,79.15144859
North Macedonia,2017,Energy Consumption per Capita,Gigajoules per capita,50.74309436
North Macedonia,2017,Economy-wide Energy Intensity,Megajoules per $ GDP,3.293949997
North Macedonia,2017,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.260720914
North Macedonia,2024,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,7.067662778
North Macedonia,2024,Fossil Fuel Consumption,Exajoules,0.088532408
North Macedonia,2024,Renewable Energy Consumption,Share of Total Energy Consumption,0.076507764
North Macedonia,2024,Carbon Intensity,tonne CO2-eq per Megajoule,73.72364458
North Macedonia,2024,Energy Consumption per Capita,Gigajoules per capita,52.58721971
North Macedonia,2024,Economy-wide Energy Intensity,Megajoules per $ GDP,2.857365222
North Macedonia,2024,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.210655378
Norway,1990,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,31.999078
Norway,1990,Fossil Fuel Consumption,Exajoules,0.48246631
Norway,1990,Renewable Energy Consumption,Share of Total Energy Consumption,0.47609942
Norway,1990,Carbon Intensity,tonne CO2-eq per Megajoule,34.74716409
Norway,1990,Energy Consumption per Capita,Gigajoules per capita,217.1224706
Norway,1990,Economy-wide Energy Intensity,Megajoules per $ GDP,5.274530525
Norway,1990,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.183274978
Norway,2008,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,38.64287605
Norway,2008,Fossil Fuel Consumption,Exajoules,0.591910772
Norway,2008,Renewable Energy Consumption,Share of Total Energy Consumption,0.46355561
Norway,2008,Carbon Intensity,tonne CO2-eq per Megajoule,35.02175574
Norway,2008,Energy Consumption per Capita,Gigajoules per capita,231.4121094
Norway,2008,Economy-wide Energy Intensity,Megajoules per $ GDP,3.716511823
Norway,2008,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.130158769
Norway,2012,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,39.96526046
Norway,2012,Fossil Fuel Consumption,Exajoules,0.595751151
Norway,2012,Renewable Energy Consumption,Share of Total Energy Consumption,0.468407045
