Section ID,Section,HS4 ID,HS4,Tariff 2019,Imports (USD) 2019,PCI 2019,Year,Tariff 2020,Imports (USD) 2020,PCI 2020,Tariff 2021,Imports (USD) 2021,PCI 2021,Tariff 2023,Imports (USD) 2023,PCI 2023
17,Transportation,8711,Motorcycles and cycles,13.7,90424992.0,0.55,2019,,,,,,,,,
17,Transportation,8712,"Bicycles, delivery tricycles, other cycles",10.0,104488859.0,-0.54,2019,,,,,,,,,
17,Transportation,8713,Wheelchairs,0.0,13380568.0,0.73,2019,,,,,,,,,
17,Transportation,8714,Bi-Wheel Vehicle Parts,4.6,98803279.0,0.48,2019,,,,,,,,,
17,Transportation,8715,Baby Carriages,5.0,42609068.0,0.27,2019,,,,,,,,,
17,Transportation,8716,"Trailers and semi-trailers, not mechanically propelled vehicles",9.2,97522968.0,0.32,2019,,,,,,,,,
17,Transportation,8801,Non-powered Aircraft,12.5,1049656.0,,2019,,,,,,,,,
17,Transportation,8802,"Planes, Helicopters, and/or Spacecraft",10.2,11916708.0,-0.04,2019,,,,,,,,,
17,Transportation,8803,"Aircraft parts (gliders, balloons, and powered aircraft)",1.3,3171486.0,0.74,2019,,,,,,,,,
17,Transportation,8804,Parachutes,15.0,0.0,,2019,,,,,,,,,
17,Transportation,8805,Aircraft Launch Gear,12.5,0.0,1.13,2019,,,,,,,,,
17,Transportation,8901,Passenger and Cargo Ships,4.6,169483738.0,-0.37,2019,,,,,,,,,
17,Transportation,8902,Fishing Ships,5.0,5794466.0,-0.59,2019,,,,,,,,,
17,Transportation,8903,Recreational Boats,13.6,4577398.0,0.29,2019,,,,,,,,,
17,Transportation,8904,Tug Boats,6.7,14582153.0,-1.36,2019,,,,,,,,,
17,Transportation,8905,Special Purpose Ships,8.9,173286659.0,-1.28,2019,,,,,,,,,
17,Transportation,8906,Other Sea Vessels,9.5,10108974.0,0.48,2019,,,,,,,,,
17,Transportation,8907,Other Floating Structures,3.8,937139.0,-0.08,2019,,,,,,,,,
17,Transportation,8908,Scrap Vessels,15.0,0.0,-0.87,2019,,,,,,,,,
18,Instruments,9001,Optical Fibers and optical fibre bundles,7.0,33615575.0,0.95,2019,,,,,,,,,
18,Instruments,9002,Mirrors and Lenses,11.3,9126244.0,0.57,2019,,,,,,,,,
18,Instruments,9003,Eyewear Frames,10.4,19761255.0,0.03,2019,,,,,,,,,
18,Instruments,9004,Eyewear,5.0,51297180.0,0.67,2019,,,,,,,,,
18,Instruments,9005,Binoculars and Telescopes,12.5,6736972.0,0.31,2019,,,,,,,,,
18,Instruments,9006,Cameras,7.8,5088634.0,-0.11,2019,,,,,,,,,
18,Instruments,9007,Video Cameras,6.9,190079.0,,2019,,,,,,,,,
18,Instruments,9008,Image Projectors,7.5,882764.0,,2019,,,,,,,,,
18,Instruments,9010,Photo Lab Equipment,3.8,2928848.0,,2019,,,,,,,,,
18,Instruments,9011,Microscopes,0.0,9098731.0,1.05,2019,,,,,,,,,
18,Instruments,9012,Non-optical Microscopes,0.0,11398.0,1.56,2019,,,,,,,,,
18,Instruments,9013,LCDs,1.3,403465834.0,0.9,2019,,,,,,,,,
18,Instruments,9014,Compasses,3.8,819946.0,0.53,2019,,,,,,,,,
18,Instruments,9015,Surveying Equipment,5.2,36325929.0,0.4,2019,,,,,,,,,
18,Instruments,9016,Balances,9.0,1969187.0,,2019,,,,,,,,,
18,Instruments,9017,Drafting Tools,8.4,32059165.0,1.11,2019,,,,,,,,,
18,Instruments,9018,Medical Instruments,2.2,291309177.0,0.79,2019,,,,,,,,,
18,Instruments,9019,Therapeutic Appliances,0.8,70132123.0,0.36,2019,,,,,,,,,
18,Instruments,9020,Breathing Appliances,0.0,2451753.0,0.33,2019,,,,,,,,,
18,Instruments,9021,Orthopedic Appliances,2.8,17351176.0,0.73,2019,,,,,,,,,
18,Instruments,9022,X-Ray Equipment,1.9,53519419.0,1.36,2019,,,,,,,,,
18,Instruments,9023,Instructional Models,0.0,7117159.0,0.25,2019,,,,,,,,,
18,Instruments,9024,Tensile Testing Machines,0.0,4440278.0,1.45,2019,,,,,,,,,
18,Instruments,9025,Hydrometers,4.6,25469172.0,0.95,2019,,,,,,,,,
18,Instruments,9026,Gas and Liquid Flow Measuring Instruments,0.0,54915882.0,1.07,2019,,,,,,,,,
18,Instruments,9027,Chemical Analysis Instruments,0.3,41337121.0,1.49,2019,,,,,,,,,
18,Instruments,9028,Utility Meters,6.3,59146880.0,0.21,2019,,,,,,,,,
18,Instruments,9029,Revolution Counters,5.9,9697416.0,0.94,2019,,,,,,,,,
18,Instruments,9030,Oscilloscopes,2.7,24422559.0,0.99,2019,,,,,,,,,
18,Instruments,9031,Other Measuring Instruments,0.0,70623541.0,1.18,2019,,,,,,,,,
18,Instruments,9032,Thermostats,2.0,56626914.0,0.96,2019,,,,,,,,,
18,Instruments,9033,Opto-Electric Instrument Parts,0.0,2615535.0,0.64,2019,,,,,,,,,
18,Instruments,9101,Precious Metal Watches,8.3,9459.0,0.51,2019,,,,,,,,,
18,Instruments,9102,Base Metal Watches,8.3,40755671.0,0.25,2019,,,,,,,,,
18,Instruments,9103,Clocks with Watch Movements,12.0,118283.0,,2019,,,,,,,,,
18,Instruments,9104,Dashboard Clocks,8.3,384040.0,,2019,,,,,,,,,
18,Instruments,9105,Other Clocks,15.0,10740175.0,-0.09,2019,,,,,,,,,
18,Instruments,9106,Time Recording Instruments,10.0,570067.0,,2019,,,,,,,,,
18,Instruments,9107,Time Switches,10.0,1234217.0,,2019,,,,,,,,,
18,Instruments,9108,Watch Movements,7.0,945939.0,1.5,2019,,,,,,,,,
18,Instruments,9109,Clock Movements,6.3,439834.0,,2019,,,,,,,,,
18,Instruments,9110,Incomplete Movement Sets,9.0,227164.0,,2019,,,,,,,,,
18,Instruments,9111,Watch Cases and Parts,2.5,574957.0,0.28,2019,,,,,,,,,
18,Instruments,9112,Clock Cases and Parts,10.0,46518.0,,2019,,,,,,,,,
18,Instruments,9113,Watch Straps,8.0,2120279.0,-0.25,2019,,,,,,,,,
18,Instruments,9114,Other Clocks and Watches,3.1,1273518.0,0.93,2019,,,,,,,,,
18,Instruments,9201,Pianos,8.3,974332.0,,2019,,,,,,,,,
18,Instruments,9202,String Instruments,4.3,9161524.0,-0.05,2019,,,,,,,,,
18,Instruments,9205,Wind Instruments,5.0,1226047.0,0.48,2019,,,,,,,,,
18,Instruments,9206,Percussion,5.0,877697.0,,2019,,,,,,,,,
18,Instruments,9207,Electric Musical Instruments,10.0,15715012.0,0.44,2019,,,,,,,,,
18,Instruments,9208,Other Musical Instruments,5.0,610644.0,,2019,,,,,,,,,
18,Instruments,9209,Musical Instrument Parts,5.0,3902671.0,0.82,2019,,,,,,,,,
19,Weapons,9301,Military Weapons,15.0,0.0,-0.09,2019,,,,,,,,,
19,Weapons,9302,Handguns,15.0,0.0,0.68,2019,,,,,,,,,
19,Weapons,9303,Other Firearms,13.5,17505.0,0.57,2019,,,,,,,,,
19,Weapons,9304,"Spring, Air, and Gas Guns",15.0,1728695.0,0.61,2019,,,,,,,,,
19,Weapons,9305,Weapons Parts and Accessories,15.0,306523.0,0.39,2019,,,,,,,,,
19,Weapons,9306,Explosive Ammunition,15.0,330774.0,0.06,2019,,,,,,,,,
19,Weapons,9307,Bladed Weapons and Accessories,15.0,53082.0,,2019,,,,,,,,,
20,Miscellaneous,9401,Seats,0.0,230083441.0,0.07,2019,,,,,,,,,
20,Miscellaneous,9402,Medical Furniture,5.0,24518385.0,0.63,2019,,,,,,,,,
20,Miscellaneous,9403,Other Furniture,7.5,171918137.0,-0.08,2019,,,,,,,,,
20,Miscellaneous,9404,Mattresses,12.9,34771184.0,-0.86,2019,,,,,,,,,
20,Miscellaneous,9405,Light Fixtures,10.7,615654312.0,-0.07,2019,,,,,,,,,
20,Miscellaneous,9406,Prefabricated Buildings,5.0,50098247.0,-0.04,2019,,,,,,,,,
20,Miscellaneous,9503,Other toys,9.0,896496179.0,-0.64,2019,,,,,,,,,
20,Miscellaneous,9504,Video and Card Games,8.9,215479029.0,0.79,2019,,,,,,,,,
20,Miscellaneous,9505,Party Decorations,8.0,83557454.0,-1.51,2019,,,,,,,,,
20,Miscellaneous,9506,Sports Equipment,7.6,231117551.0,-0.01,2019,,,,,,,,,
20,Miscellaneous,9507,Fishing and Hunting Equipment,10.0,41144070.0,0.03,2019,,,,,,,,,
20,Miscellaneous,9508,Fairground Amusements,8.0,2841978.0,0.41,2019,,,,,,,,,
20,Miscellaneous,9601,Worked Ivory and Bone,11.3,92520.0,,2019,,,,,,,,,
20,Miscellaneous,9602,Vegetable and Mineral Carvings,9.4,3205482.0,-0.5,2019,,,,,,,,,
20,Miscellaneous,9603,Brooms,9.8,128839535.0,-0.25,2019,,,,,,,,,
20,Miscellaneous,9604,Hand Sifters,11.3,346653.0,,2019,,,,,,,,,
20,Miscellaneous,9605,Travel Kits,15.0,1493527.0,,2019,,,,,,,,,
20,Miscellaneous,9606,Buttons,9.8,5197092.0,0.87,2019,,,,,,,,,
20,Miscellaneous,9607,Zippers,13.3,24926837.0,0.22,2019,,,,,,,,,
20,Miscellaneous,9608,Pens,8.1,60894166.0,0.49,2019,,,,,,,,,
20,Miscellaneous,9609,Pencils and Crayons,6.0,24700319.0,-0.61,2019,,,,,,,,,
20,Miscellaneous,9610,Chalkboards,8.0,3319370.0,-0.12,2019,,,,,,,,,
20,Miscellaneous,9611,Rubber Stamps,15.0,2264091.0,,2019,,,,,,,,,
20,Miscellaneous,9612,Ink Ribbons,5.0,3629183.0,0.62,2019,,,,,,,,,
20,Miscellaneous,9613,Lighters,11.0,20229883.0,-0.16,2019,,,,,,,,,
20,Miscellaneous,9614,Smoking Pipes,9.8,5407179.0,,2019,,,,,,,,,
20,Miscellaneous,9615,Combs,11.2,32622417.0,-0.26,2019,,,,,,,,,
20,Miscellaneous,9616,Scent Sprays,15.0,13665818.0,0.96,2019,,,,,,,,,
20,Miscellaneous,9617,Vacuum Flask,6.4,26680115.0,0.09,2019,,,,,,,,,
20,Miscellaneous,9618,Mannequins,15.0,4150489.0,-0.38,2019,,,,,,,,,
20,Miscellaneous,9619,Sanitary towels (pads),5.7,86877890.0,-0.12,2019,,,,,,,,,
20,Miscellaneous,9620,"Monopods, bipods, tripods and similar articles",6.8,9312090.0,0.49,2019,,,,,,,,,
21,Arts and Antiques,9701,Paintings,0.0,3894463.0,0.02,2019,,,,,,,,,
21,Arts and Antiques,9702,Prints,0.0,0.0,,2019,,,,,,,,,
21,Arts and Antiques,9703,Sculptures,0.0,5.0,-0.28,2019,,,,,,,,,
21,Arts and Antiques,9704,Revenue Stamps,0.0,23.0,,2019,,,,,,,,,
21,Arts and Antiques,9705,Collector's Items,0.0,0.0,-1.14,2019,,,,,,,,,
21,Arts and Antiques,9706,Antiques,0.0,0.0,-1.16,2019,,,,,,,,,
1,Animal Products,101,Horses,,,,2020,2.9,12645.0,0.11,,,,,,
1,Animal Products,102,Bovine,,,,2020,2.1,0.0,-0.97,,,,,,
1,Animal Products,103,Pigs,,,,2020,2.6,0.0,0.49,,,,,,
1,Animal Products,104,Sheep and Goats,,,,2020,2.3,0.0,-1.63,,,,,,
1,Animal Products,105,Poultry,,,,2020,1.1,0.0,-0.19,,,,,,
1,Animal Products,106,Other Animals,,,,2020,2.2,150236.0,,,,,,,
1,Animal Products,201,Bovine Meat,,,,2020,11.6,0.0,-0.27,,,,,,
1,Animal Products,202,Frozen Bovine Meat,,,,2020,11.6,0.0,-1.18,,,,,,
1,Animal Products,203,Pig Meat,,,,2020,12.5,0.0,0.69,,,,,,
1,Animal Products,206,Edible Offal,,,,2020,3.4,0.0,-0.27,,,,,,
1,Animal Products,207,Poultry Meat,,,,2020,73.1,307768.0,-0.04,,,,,,
1,Animal Products,210,Preserved Meat,,,,2020,11.6,0.0,0.43,,,,,,
1,Animal Products,301,Live Fish,,,,2020,5.8,332899.0,-0.79,,,,,,
1,Animal Products,302,Non-fillet Fresh Fish,,,,2020,4.5,0.0,-0.44,,,,,,
1,Animal Products,303,Non-fillet Frozen Fish,,,,2020,4.8,66830705.0,-0.95,,,,,,
1,Animal Products,304,Fish Fillets,,,,2020,4.0,41711624.0,-0.68,,,,,,
1,Animal Products,305,Dried/Salted/Smoked/Brined Fish,,,,2020,5.5,17170811.0,0.22,,,,,,
1,Animal Products,306,Crustaceans,,,,2020,4.9,23109897.0,-2.06,,,,,,
1,Animal Products,307,Molluscs,,,,2020,5.1,51875172.0,-1.42,,,,,,
1,Animal Products,308,"Aquatic invertebrates, other than crustaceans and molluscs",,,,2020,4.9,80433.0,,,,,,,
1,Animal Products,401,Milk,,,,2020,10.9,0.0,-0.02,,,,,,
1,Animal Products,402,Concentrated Milk,,,,2020,11.2,0.0,-0.88,,,,,,
1,Animal Products,404,Whey and other milk products,,,,2020,11.3,0.0,0.27,,,,,,
1,Animal Products,407,Eggs,,,,2020,6.7,0.0,-0.61,,,,,,
1,Animal Products,408,Processed Egg Products,,,,2020,9.6,0.0,,,,,,,
1,Animal Products,409,Honey,,,,2020,11.6,0.0,-1.26,,,,,,
1,Animal Products,410,Other Edible Animal Products,,,,2020,11.6,87090.0,-0.55,,,,,,
1,Animal Products,501,Human Hair,,,,2020,3.9,0.0,,,,,,,
1,Animal Products,502,Pig Hair,,,,2020,7.7,524083.0,,,,,,,
1,Animal Products,504,Animal Organs,,,,2020,3.9,0.0,-1.14,,,,,,
1,Animal Products,505,Bird Feathers and Skins,,,,2020,7.7,0.0,0.08,,,,,,
1,Animal Products,506,Processed Bones,,,,2020,7.7,0.0,,,,,,,
1,Animal Products,507,Raw Bones,,,,2020,7.7,25538.0,,,,,,,
1,Animal Products,508,Coral and Shells,,,,2020,7.7,9983.0,,,,,,,
1,Animal Products,510,Pharmaceutical Animal Products,,,,2020,3.9,0.0,,,,,,,
1,Animal Products,511,Other Inedible Animal Products,,,,2020,4.2,161488.0,-0.84,,,,,,
2,Vegetable Products,601,Bulbs and Roots,,,,2020,3.9,80673.0,-0.13,,,,,,
2,Vegetable Products,602,"Other live plants, cuttings and slips;
mushroom spawn",,,,2020,3.3,114840.0,-0.94,,,,,,
2,Vegetable Products,604,Plant foliage,,,,2020,3.9,497081.0,-0.94,,,,,,
2,Vegetable Products,701,Potatoes,,,,2020,7.5,1735191.0,-0.92,,,,,,
2,Vegetable Products,703,Onions,,,,2020,11.3,81265376.0,-1.97,,,,,,
2,Vegetable Products,704,Cabbages,,,,2020,12.1,20497701.0,-1.08,,,,,,
2,Vegetable Products,705,Lettuce,,,,2020,15.0,2793471.0,-0.71,,,,,,
2,Vegetable Products,706,Root Vegetables,,,,2020,11.9,22841578.0,-0.82,,,,,,
2,Vegetable Products,708,Legumes,,,,2020,11.6,62661.0,-2.19,,,,,,
2,Vegetable Products,709,Other Vegetables,,,,2020,7.9,61062021.0,-1.09,,,,,,
2,Vegetable Products,710,Frozen Vegetables,,,,2020,8.9,18854673.0,-0.85,,,,,,
2,Vegetable Products,711,Preserved Vegetables,,,,2020,9.1,105181.0,,,,,,,
2,Vegetable Products,712,Dried Vegetables,,,,2020,9.6,29367761.0,-1.02,,,,,,
2,Vegetable Products,713,Dried Legumes,,,,2020,7.8,3687617.0,-2.03,,,,,,
2,Vegetable Products,714,Cassava,,,,2020,7.9,88502.0,-2.09,,,,,,
2,Vegetable Products,801,"Coconuts, Brazil Nuts, and Cashews",,,,2020,2.1,46960.0,-2.6,,,,,,
2,Vegetable Products,802,Other Nuts,,,,2020,3.1,46054934.0,-1.39,,,,,,
2,Vegetable Products,804,Tropical Fruits,,,,2020,3.4,12489259.0,-1.72,,,,,,
2,Vegetable Products,805,Citrus,,,,2020,3.9,19332935.0,-1.13,,,,,,
2,Vegetable Products,806,Grapes,,,,2020,3.2,8189655.0,-1.29,,,,,,
2,Vegetable Products,807,Melons,,,,2020,3.3,4197072.0,-1.88,,,,,,
2,Vegetable Products,808,Apples and Pears,,,,2020,3.9,0.0,-0.77,,,,,,
2,Vegetable Products,809,Pitted Fruits,,,,2020,3.1,0.0,-1.31,,,,,,
2,Vegetable Products,810,Other Fruits,,,,2020,3.5,14284037.0,-1.16,,,,,,
2,Vegetable Products,811,Frozen Fruits and Nuts,,,,2020,7.0,23796041.0,-0.68,,,,,,
2,Vegetable Products,812,Preserved Fruits and Nuts,,,,2020,7.3,0.0,,,,,,,
2,Vegetable Products,813,Dried Fruits,,,,2020,5.1,3425203.0,-1.44,,,,,,
2,Vegetable Products,814,Citrus and Melon Peels,,,,2020,7.7,163844.0,,,,,,,
2,Vegetable Products,901,Coffee,,,,2020,1.3,11966641.0,-1.19,,,,,,
2,Vegetable Products,902,Tea,,,,2020,0.0,38708847.0,-1.59,,,,,,
2,Vegetable Products,903,Mate,,,,2020,3.9,0.0,,,,,,,
2,Vegetable Products,904,Pepper,,,,2020,3.5,7406575.0,-2.01,,,,,,
2,Vegetable Products,905,Vanilla,,,,2020,3.9,0.0,-1.97,,,,,,
2,Vegetable Products,906,Cinnamon,,,,2020,2.3,17410.0,,,,,,,
2,Vegetable Products,907,Cloves,,,,2020,3.9,442.0,,,,,,,
2,Vegetable Products,908,"Nutmeg, mace and cardamons",,,,2020,3.9,2423.0,-1.86,,,,,,
2,Vegetable Products,909,Spice Seeds,,,,2020,3.6,74924.0,-1.64,,,,,,
2,Vegetable Products,910,Spices,,,,2020,3.1,24011374.0,-1.64,,,,,,
2,Vegetable Products,1001,Wheat,,,,2020,5.0,0.0,-0.55,,,,,,
2,Vegetable Products,1002,Rye,,,,2020,5.0,0.0,,,,,,,
2,Vegetable Products,1003,Barley,,,,2020,5.0,0.0,-0.38,,,,,,
2,Vegetable Products,1004,Oats,,,,2020,5.0,0.0,-0.37,,,,,,
2,Vegetable Products,1005,Corn,,,,2020,2.3,37769.0,-1.06,,,,,,
2,Vegetable Products,1006,Rice,,,,2020,7.7,3268959.0,-2.05,,,,,,
2,Vegetable Products,1007,Sorghum,,,,2020,5.0,0.0,-2.51,,,,,,
2,Vegetable Products,1008,Buckwheat,,,,2020,5.0,109179.0,,,,,,,
2,Vegetable Products,1101,Wheat Flours,,,,2020,7.1,7261.0,-1.76,,,,,,
2,Vegetable Products,1102,Cereal Flours,,,,2020,7.7,27159.0,-1.18,,,,,,
2,Vegetable Products,1103,Cereal Meal and Pellets,,,,2020,7.7,127450.0,,,,,,,
2,Vegetable Products,1104,Processed Cereals,,,,2020,7.7,738255.0,-0.69,,,,,,
2,Vegetable Products,1105,Potato Flours,,,,2020,5.8,0.0,0.59,,,,,,
2,Vegetable Products,1106,Legume Flours,,,,2020,7.4,198333.0,,,,,,,
2,Vegetable Products,1107,Malt,,,,2020,5.4,0.0,-0.05,,,,,,
2,Vegetable Products,1108,Starches,,,,2020,7.7,247129.0,-0.61,,,,,,
2,Vegetable Products,1109,Wheat Gluten,,,,2020,7.7,0.0,0.71,,,,,,
2,Vegetable Products,1201,Soybeans,,,,2020,0.0,34643.0,-1.46,,,,,,
2,Vegetable Products,1202,Ground Nuts,,,,2020,0.0,5813418.0,-2.45,,,,,,
2,Vegetable Products,1203,Copra,,,,2020,3.9,0.0,,,,,,,
2,Vegetable Products,1204,Linseed,,,,2020,3.9,0.0,-0.85,,,,,,
2,Vegetable Products,1205,Rapeseed,,,,2020,0.0,0.0,-0.23,,,,,,
2,Vegetable Products,1206,Sunflower Seeds,,,,2020,3.2,12030552.0,-0.22,,,,,,
2,Vegetable Products,1207,Other Oily Seeds,,,,2020,3.5,20643291.0,-2.51,,,,,,
2,Vegetable Products,1208,Oil Seed Flower,,,,2020,1.9,0.0,-1.09,,,,,,
2,Vegetable Products,1209,Sowing Seeds,,,,2020,3.5,7340411.0,-0.15,,,,,,
2,Vegetable Products,1210,Hops,,,,2020,3.9,146273.0,0.23,,,,,,
2,Vegetable Products,1211,Perfume Plants,,,,2020,3.9,2931142.0,-2.05,,,,,,
2,Vegetable Products,1212,"Locust beans, seaweed, sugar beet, cane, for food",,,,2020,3.4,24302705.0,-1.63,,,,,,
2,Vegetable Products,1213,Cereal Straws,,,,2020,3.9,0.0,,,,,,,
2,Vegetable Products,1214,Forage Crops,,,,2020,3.9,5346.0,-0.91,,,,,,
2,Vegetable Products,1301,Insect Resins,,,,2020,3.9,1076357.0,-2.59,,,,,,
2,Vegetable Products,1302,Vegetable Saps,,,,2020,3.9,61358068.0,-0.49,,,,,,
2,Vegetable Products,1401,Vegetable Plaiting Materials,,,,2020,9.0,695873.0,,,,,,,
2,Vegetable Products,1404,Other Vegetable Products,,,,2020,6.0,1825237.0,-1.63,,,,,,
3,Animal and Vegetable Bi-Products,1501,Pig and Poultry Fat,,,,2020,7.7,0.0,,,,,,,
3,Animal and Vegetable Bi-Products,1502,"Bovine, Sheep, and Goat Fat",,,,2020,5.8,0.0,-0.8,,,,,,
3,Animal and Vegetable Bi-Products,1503,Lard stearin and oils,,,,2020,10.6,0.0,,,,,,,
3,Animal and Vegetable Bi-Products,1504,Fish Oil,,,,2020,8.2,254269.0,-1.57,,,,,,
3,Animal and Vegetable Bi-Products,1505,Wool Grease,,,,2020,3.9,605450.0,,,,,,,
3,Animal and Vegetable Bi-Products,1506,Other Animal Fats,,,,2020,11.6,0.0,,,,,,,
3,Animal and Vegetable Bi-Products,1507,Soybean Oil,,,,2020,10.8,979.0,-0.97,,,,,,
3,Animal and Vegetable Bi-Products,1508,Ground Nut Oil,,,,2020,3.1,0.0,,,,,,,
3,Animal and Vegetable Bi-Products,1509,Pure Olive Oil,,,,2020,5.0,0.0,-1.03,,,,,,
3,Animal and Vegetable Bi-Products,1510,Olive Oil,,,,2020,5.8,0.0,,,,,,,
3,Animal and Vegetable Bi-Products,1511,Palm Oil,,,,2020,1.0,0.0,-2.28,,,,,,
3,Animal and Vegetable Bi-Products,1512,Seed Oils,,,,2020,10.2,0.0,-1.01,,,,,,
3,Animal and Vegetable Bi-Products,1513,Coconut Oil,,,,2020,0.6,0.0,-1.5,,,,,,
3,Animal and Vegetable Bi-Products,1514,Rapeseed Oil,,,,2020,10.3,10853.0,0.38,,,,,,
3,Animal and Vegetable Bi-Products,1515,Other Pure Vegetable Oils,,,,2020,3.9,1808268.0,-1.18,,,,,,
3,Animal and Vegetable Bi-Products,1516,Other Vegetable Oils,,,,2020,10.8,84421.0,-1.59,,,,,,
3,Animal and Vegetable Bi-Products,1518,Inedible Fats and Oils,,,,2020,14.0,753309.0,-0.47,,,,,,
3,Animal and Vegetable Bi-Products,1520,Glycerol,,,,2020,5.0,0.0,0.05,,,,,,
3,Animal and Vegetable Bi-Products,1521,Vegetable waxes and beeswax,,,,2020,13.5,44255.0,,,,,,,
3,Animal and Vegetable Bi-Products,1522,Fat and Oil Residues,,,,2020,15.0,0.0,,,,,,,
4,Foodstuffs,1602,Other Prepared Meat,,,,2020,0.0,0.0,0.24,,,,,,
4,Foodstuffs,1603,Animal Extracts,,,,2020,10.8,0.0,,,,,,,
4,Foodstuffs,1604,Processed Fish,,,,2020,10.5,70039851.0,-0.66,,,,,,
4,Foodstuffs,1605,Processed Crustaceans,,,,2020,5.5,13757212.0,-1.23,,,,,,
4,Foodstuffs,1702,Other Sugars,,,,2020,5.2,12997478.0,0.01,,,,,,
4,Foodstuffs,1703,Molasses,,,,2020,5.0,0.0,-2.3,,,,,,
4,Foodstuffs,1704,Confectionery Sugar,,,,2020,7.0,16178634.0,-1.05,,,,,,
4,Foodstuffs,1801,Cocoa Beans,,,,2020,0.0,0.0,-3.15,,,,,,
4,Foodstuffs,1802,Cocoa Shells,,,,2020,3.9,0.0,,,,,,,
4,Foodstuffs,1803,Cocoa Paste,,,,2020,2.5,814336.0,-0.92,,,,,,
4,Foodstuffs,1804,Cocoa Butter,,,,2020,0.0,11421541.0,-1.75,,,,,,
4,Foodstuffs,1805,Cocoa Powder,,,,2020,5.0,957663.0,-1.01,,,,,,
4,Foodstuffs,1806,Chocolate,,,,2020,6.7,3748758.0,0.15,,,,,,
4,Foodstuffs,1901,Malt Extract,,,,2020,10.3,1118035.0,-0.09,,,,,,
4,Foodstuffs,1903,Tapioca,,,,2020,13.0,76203.0,,,,,,,
4,Foodstuffs,1904,Prepared Cereals,,,,2020,11.0,2135358.0,-0.51,,,,,,
4,Foodstuffs,2003,Processed Mushrooms,,,,2020,8.1,43364112.0,0.74,,,,,,
4,Foodstuffs,2005,Other Processed Vegetables,,,,2020,6.2,48108704.0,-0.7,,,,,,
4,Foodstuffs,2006,Sugar Preserved Foods,,,,2020,8.1,9812106.0,-1.38,,,,,,
4,Foodstuffs,2007,Jams,,,,2020,6.1,786179.0,-0.5,,,,,,
4,Foodstuffs,2008,Other Processed Fruits and Nuts,,,,2020,6.9,58916567.0,-0.79,,,,,,
4,Foodstuffs,2009,Fruit Juice,,,,2020,3.4,55436042.0,-0.79,,,,,,
4,Foodstuffs,2101,Coffee and Tea Extracts,,,,2020,11.2,872865.0,-0.69,,,,,,
4,Foodstuffs,2102,Yeast,,,,2020,11.5,3799524.0,-0.15,,,,,,
4,Foodstuffs,2103,Sauces and Seasonings,,,,2020,7.0,19407238.0,-0.42,,,,,,
4,Foodstuffs,2104,Soups and Broths,,,,2020,6.6,444141.0,-0.52,,,,,,
4,Foodstuffs,2105,Ice Cream,,,,2020,10.0,0.0,-0.43,,,,,,
4,Foodstuffs,2106,Other Edible Preparations,,,,2020,7.6,36025871.0,-0.08,,,,,,
4,Foodstuffs,2204,Wine,,,,2020,11.0,36332.0,-0.68,,,,,,
4,Foodstuffs,2205,Vermouth,,,,2020,10.0,0.0,-0.59,,,,,,
4,Foodstuffs,2206,Other Fermented Beverages,,,,2020,12.5,18009.0,0.24,,,,,,
4,Foodstuffs,2209,Vinegar,,,,2020,11.0,408549.0,-0.23,,,,,,
4,Foodstuffs,2301,Animal Meal and Pellets,,,,2020,2.5,0.0,-1.24,,,,,,
4,Foodstuffs,2302,Bran,,,,2020,5.0,91842.0,-1.76,,,,,,
4,Foodstuffs,2303,Starch Residue,,,,2020,5.0,9972675.0,-0.07,,,,,,
4,Foodstuffs,2304,Soybean Meal,,,,2020,0.0,1535695.0,-1.22,,,,,,
4,Foodstuffs,2305,Ground Nut Meal,,,,2020,5.0,0.0,,,,,,,
4,Foodstuffs,2306,Other Vegetable Residues,,,,2020,3.5,0.0,-0.69,,,,,,
4,Foodstuffs,2307,Wine Lees,,,,2020,5.0,0.0,,,,,,,
4,Foodstuffs,2308,Other Vegetable Residues and Waste,,,,2020,4.5,0.0,-1.14,,,,,,
4,Foodstuffs,2309,Animal Food,,,,2020,5.0,35449766.0,-0.3,,,,,,
4,Foodstuffs,2401,Raw Tobacco,,,,2020,3.8,42334747.0,-1.97,,,,,,
4,Foodstuffs,2403,Processed Tobacco,,,,2020,14.2,15715.0,-0.99,,,,,,
5,Mineral Products,2501,Salt,,,,2020,4.2,299549.0,-1.35,,,,,,
5,Mineral Products,2502,Iron Pyrites,,,,2020,3.9,15150.0,,,,,,,
5,Mineral Products,2503,Sulphur,,,,2020,3.9,0.0,-1.6,,,,,,
5,Mineral Products,2504,Graphite,,,,2020,3.9,1458903.0,-1.33,,,,,,
5,Mineral Products,2505,Sand,,,,2020,3.9,89945.0,-0.89,,,,,,
5,Mineral Products,2506,Quartz,,,,2020,3.9,1716348.0,-1.29,,,,,,
5,Mineral Products,2507,Kaolin,,,,2020,3.9,730474.0,-0.43,,,,,,
5,Mineral Products,2508,Clays,,,,2020,3.9,2742055.0,-0.57,,,,,,
5,Mineral Products,2509,Chalk,,,,2020,3.9,27465.0,,,,,,,
5,Mineral Products,2510,Calcium Phosphates,,,,2020,1.9,0.0,-1.9,,,,,,
5,Mineral Products,2511,Barium Sulphate,,,,2020,3.9,2100610.0,-1.75,,,,,,
