Section ID,Section,HS4 ID,HS4,Year,Russia's Exports,China's Exports,PCI
15,Metals,7304,Iron Pipes,2019,354404.0,248858956.0,0.38
6,Chemical Products,3301,Essential Oils,2019,353785.0,1626882.0,-0.99
2,Vegetable Products,901,Coffee,2019,330354.0,8088054.0,-1.29
15,Metals,7228,Other Steel Bars,2019,326350.0,11337804.0,0.59
16,Machines,8516,Electric Heaters,2019,325591.0,739684417.0,0.28
16,Machines,8404,Boiler Plants,2019,319734.0,3947386.0,0.64
17,Transportation,8906,Other Sea Vessels,2019,305901.0,10108974.0,-0.24
2,Vegetable Products,1302,Vegetable Saps,2019,304064.0,59429638.0,-0.34
13,Stone And Glass,7014,Signaling Glassware,2019,303157.0,325770.0,0.89
18,Instruments,9011,Microscopes,2019,302662.0,9098731.0,1.0
16,Machines,8415,Air Conditioners,2019,298862.0,444008360.0,0.47
7,Plastics and Rubbers,3926,Other Plastic Products,2019,294205.0,329006020.0,-0.16
14,Precious Metals,7115,Other Precious Metal Products,2019,293540.0,589.0,0.16
2,Vegetable Products,1207,Other Oily Seeds,2019,289013.0,25318561.0,-2.39
15,Metals,7222,Other Stainless Steel Bars,2019,286491.0,3297755.0,0.95
4,Foodstuffs,2007,Jams,2019,284776.0,1308534.0,-0.43
17,Transportation,8907,Other Floating Structures,2019,280039.0,937139.0,-0.79
7,Plastics and Rubbers,3916,Monofilament,2019,277133.0,18324738.0,0.43
6,Chemical Products,2841,Oxometallic or Peroxometallic Acid Salts,2019,276839.0,1493852.0,0.22
15,Metals,8212,Razor Blades,2019,271703.0,9737830.0,-0.19
6,Chemical Products,3213,Artistry Paints,2019,270431.0,8860627.0,
6,Chemical Products,2853,Other inorganic compounds,2019,269734.0,493707.0,
4,Foodstuffs,2209,Vinegar,2019,267169.0,599933.0,-0.26
16,Machines,8443,Industrial Printers,2019,262769.0,324719674.0,0.6
13,Stone And Glass,6903,Refractory Ceramics,2019,258492.0,34625678.0,0.72
5,Mineral Products,2515,"Marble, Travertine and Alabaster",2019,258376.0,11161.0,-1.36
11,Textiles,6112,Knit Active Wear,2019,255470.0,57997288.0,-1.42
15,Metals,7320,Iron Springs,2019,250610.0,13609866.0,0.77
18,Instruments,9005,Binoculars and Telescopes,2019,246725.0,6736972.0,0.89
11,Textiles,5309,Flax Woven Fabric,2019,246138.0,846877.0,-0.33
4,Foodstuffs,2206,Other Fermented Beverages,2019,237705.0,26252.0,-0.03
13,Stone And Glass,6914,Other Ceramic Articles,2019,237428.0,7149344.0,-0.08
15,Metals,7325,Other Cast Iron Products,2019,237363.0,43993604.0,-0.19
15,Metals,8107,Cadmium,2019,222192.0,56329.0,
16,Machines,8546,Electrical Insulators,2019,221602.0,8093130.0,0.52
16,Machines,8408,Combustion Engines,2019,219993.0,147503830.0,1.13
20,Miscellaneous,9406,Prefabricated Buildings,2019,219259.0,50098247.0,-0.08
6,Chemical Products,3809,Dyeing Finishing Agents,2019,218012.0,1709730.0,0.7
15,Metals,7224,Steel Ingots,2019,217530.0,206937.0,0.56
6,Chemical Products,2925,Carboxyimide Compounds,2019,216612.0,5982396.0,0.95
15,Metals,7312,Stranded Iron Wire,2019,213333.0,25125245.0,-0.07
15,Metals,7204,Scrap Iron,2019,212514.0,615.0,-0.58
7,Plastics and Rubbers,3910,Silicone,2019,210041.0,26990494.0,1.59
7,Plastics and Rubbers,3909,Amino-resins,2019,209774.0,54965796.0,0.89
6,Chemical Products,2941,Antibiotics,2019,208360.0,99589859.0,0.75
4,Foodstuffs,2001,Pickled Foods,2019,205085.0,11475868.0,-0.89
7,Plastics and Rubbers,3920,Raw Plastic Sheeting,2019,203652.0,230889933.0,0.67
16,Machines,8547,Metal Insulating Fittings,2019,200511.0,14908493.0,0.79
13,Stone And Glass,6911,Porcelain Tableware,2019,198612.0,114854716.0,-0.62
6,Chemical Products,3823,"Industrial Fatty Acids, Oils and Alcohols",2019,195676.0,904173.0,0.33
15,Metals,8207,Interchangeable Tool Parts,2019,195441.0,157238639.0,0.91
10,Paper Goods,4906,Architectural Plans,2019,191290.0,1731.0,
16,Machines,8505,Electromagnets,2019,189573.0,35956348.0,0.91
16,Machines,8409,Engine Parts,2019,186878.0,118184960.0,0.51
4,Foodstuffs,1702,Other Sugars,2019,184102.0,18450204.0,-0.07
15,Metals,8106,Bismuth,2019,183352.0,189552.0,
14,Precious Metals,7116,Pearl Products,2019,181006.0,4846093.0,-0.89
5,Mineral Products,2506,Quartz,2019,179162.0,774903.0,-1.13
6,Chemical Products,2825,Inorganic Salts,2019,178266.0,22229932.0,-0.15
4,Foodstuffs,2103,Sauces and Seasonings,2019,176275.0,20944296.0,-0.33
7,Plastics and Rubbers,3921,Other Plastic Sheetings,2019,175394.0,87882565.0,0.64
16,Machines,8418,Refrigerators,2019,172816.0,208982585.0,0.27
16,Machines,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays",2019,170536.0,8403240.0,
6,Chemical Products,3822,Laboratory Reagents,2019,167240.0,8267859.0,0.95
15,Metals,7407,Copper Bars,2019,165176.0,710124.0,0.13
16,Machines,8445,Textile Fiber Machinery,2019,164702.0,2962662.0,1.86
10,Paper Goods,4908,Decals,2019,164398.0,1117153.0,0.34
7,Plastics and Rubbers,3914,Polymer Ion-Exchangers,2019,163067.0,22650670.0,1.44
16,Machines,8533,Electrical Resistors,2019,158070.0,11035437.0,0.57
20,Miscellaneous,9402,Medical Furniture,2019,157367.0,24518385.0,0.66
15,Metals,8102,Molybdenum,2019,155382.0,8700509.0,
7,Plastics and Rubbers,3917,Plastic Pipes,2019,155030.0,98741223.0,0.04
10,Paper Goods,4814,Wallpaper,2019,153953.0,9202513.0,0.58
20,Miscellaneous,9405,Light Fixtures,2019,151908.0,615654312.0,0.04
20,Miscellaneous,9504,Video and Card Games,2019,150272.0,215479029.0,0.58
15,Metals,8302,Metal Mountings,2019,147842.0,334900701.0,0.79
20,Miscellaneous,9503,Other toys,2019,147725.0,896496179.0,-0.42
6,Chemical Products,3214,Glaziers Putty,2019,146480.0,7081335.0,0.22
18,Instruments,9102,Base Metal Watches,2019,146085.0,40755671.0,0.26
6,Chemical Products,3212,Nonaqueous Pigments,2019,145896.0,3677992.0,0.88
6,Chemical Products,3812,Prepared Rubber Accelerators,2019,145285.0,26518666.0,1.15
6,Chemical Products,3808,Pesticides,2019,143215.0,123840348.0,-0.09
10,Paper Goods,4808,Corrugated Paper,2019,142053.0,827097.0,-0.25
8,Animal Hides,4302,Tanned Furskins,2019,139753.0,4045919.0,-0.44
16,Machines,8451,Textile Processing Machines,2019,135599.0,9528606.0,0.76
6,Chemical Products,2935,Sulfonamides,2019,134165.0,33238587.0,0.96
13,Stone And Glass,7019,Glass Fibers,2019,131724.0,61249471.0,0.62
7,Plastics and Rubbers,3919,Self-adhesive Plastics,2019,131553.0,86052391.0,0.9
15,Metals,7806,Other Lead Products,2019,127015.0,97021.0,
6,Chemical Products,3307,Shaving Products,2019,126622.0,12675915.0,0.15
2,Vegetable Products,1006,Rice,2019,125487.0,5008834.0,-2.0
13,Stone And Glass,7005,Float Glass,2019,121711.0,7976940.0,-0.01
18,Instruments,9012,Non-optical Microscopes,2019,121465.0,11398.0,1.47
15,Metals,8208,Cutting Blades,2019,119383.0,10418104.0,1.29
2,Vegetable Products,1212,"Locust beans, seaweed, sugar beet, cane, for food",2019,117450.0,24748246.0,-2.21
16,Machines,8521,Video Recording Equipment,2019,113051.0,44284436.0,0.3
18,Instruments,9024,Tensile Testing Machines,2019,112651.0,4440278.0,1.7
16,Machines,8528,Video Displays,2019,111530.0,735749447.0,-0.19
18,Instruments,9021,Orthopedic Appliances,2019,110982.0,17351176.0,0.77
20,Miscellaneous,9401,Seats,2019,110413.0,230083441.0,0.17
15,Metals,8311,Coated Metal Soldering Products,2019,108184.0,9369632.0,0.33
6,Chemical Products,2811,Other Inorganic Acids,2019,105459.0,22269991.0,1.16
16,Machines,8545,Carbon-based Electronics,2019,104228.0,233881827.0,0.66
7,Plastics and Rubbers,3924,Plastic Housewares,2019,103798.0,118910822.0,-0.88
11,Textiles,6115,Knit Socks and Hosiery,2019,103598.0,242357602.0,-1.1
18,Instruments,9106,Time Recording Instruments,2019,103467.0,570067.0,
16,Machines,8470,Calculators,2019,103221.0,64394985.0,0.1
11,Textiles,6201,Non-Knit Men's Coats,2019,101683.0,235789446.0,-1.52
16,Machines,8507,Electric Batteries,2019,101493.0,178635583.0,0.29
16,Machines,8480,Metal Molds,2019,99890.0,104811238.0,0.81
16,Machines,8450,Household Washing Machines,2019,99730.0,106946017.0,0.06
18,Instruments,9002,Mirrors and Lenses,2019,97164.0,9126244.0,0.84
6,Chemical Products,2830,Sulfides,2019,96989.0,10190923.0,
7,Plastics and Rubbers,3918,Plastic Floor Coverings,2019,96527.0,56613004.0,0.36
5,Mineral Products,2525,Mica,2019,96463.0,116894.0,
15,Metals,8306,Bells and Other Metal Ornaments,2019,96442.0,13257576.0,-1.54
15,Metals,7305,Other Large Iron Pipes,2019,96168.0,14056201.0,0.12
8,Animal Hides,4202,Trunks and Cases,2019,95778.0,403902794.0,-0.95
9,Wood Products,4417,Wooden Tool Handles,2019,95751.0,478954.0,
7,Plastics and Rubbers,3925,Plastic Building Materials,2019,94206.0,23573215.0,0.15
11,Textiles,6204,Non-Knit Women's Suits,2019,93393.0,388464577.0,-1.39
11,Textiles,6304,Bedspreads,2019,92606.0,17040272.0,-1.35
16,Machines,8518,Microphones and Headphones,2019,89790.0,400097669.0,0.18
9,Wood Products,4420,Wood Ornaments,2019,89278.0,5121633.0,-1.21
17,Transportation,8607,Locomotive Parts,2019,87211.0,104954332.0,0.85
16,Machines,8474,Stone Processing Machines,2019,85379.0,183416558.0,-0.19
18,Instruments,9202,String Instruments,2019,85120.0,9161524.0,-0.05
6,Chemical Products,3813,Fire Extinguishers Preparations,2019,83844.0,9546.0,
13,Stone And Glass,7007,Safety Glass,2019,83804.0,31959300.0,0.26
6,Chemical Products,2842,Other Inorganic Acids Salts,2019,83061.0,2627269.0,1.34
16,Machines,8407,Spark-Ignition Engines,2019,80088.0,399784727.0,0.55
6,Chemical Products,2834,Nitrites and Nitrates,2019,78175.0,3165886.0,-0.39
20,Miscellaneous,9506,Sports Equipment,2019,77413.0,231117551.0,-0.17
6,Chemical Products,2909,Ethers,2019,76378.0,11676809.0,0.64
15,Metals,7223,Stainless Steel Wire,2019,75646.0,5228766.0,1.23
6,Chemical Products,2850,Hydrides and other anions,2019,73924.0,1107751.0,0.99
16,Machines,8456,Non-Mechanical Removal Machinery,2019,73096.0,49506398.0,1.57
16,Machines,8512,Electrical Lighting and Signalling Equipment,2019,72602.0,78240621.0,0.65
6,Chemical Products,3209,Aqueous Paints,2019,72356.0,2135389.0,-0.07
4,Foodstuffs,1701,Raw Sugar,2019,72239.0,37216.0,-1.91
11,Textiles,5103,Wool or Animal Hair Waste,2019,70986.0,39978.0,
6,Chemical Products,2922,Oxygen Amino Compounds,2019,69901.0,89266952.0,0.64
12,Footwear and Headwear,6402,Rubber Footwear,2019,69814.0,762558982.0,-1.32
21,Arts and Antiques,9701,Paintings,2019,69731.0,3894463.0,0.21
8,Animal Hides,4303,Furskin Apparel,2019,69711.0,121541250.0,-0.41
11,Textiles,5911,Textiles for technical uses,2019,69046.0,19581345.0,1.0
11,Textiles,6307,Other Cloth Articles,2019,68906.0,87494723.0,-1.21
7,Plastics and Rubbers,4005,Compounded Unvulcanised Rubber,2019,67953.0,349256.0,0.67
20,Miscellaneous,9603,Brooms,2019,67207.0,128839535.0,-0.15
5,Mineral Products,2508,Clays,2019,64766.0,3251383.0,-0.6
11,Textiles,6303,Window Dressings,2019,64641.0,51090600.0,-0.23
17,Transportation,8606,Railway Freight Cars,2019,64537.0,63481.0,-0.37
13,Stone And Glass,7011,Glass Bulbs,2019,63922.0,901295.0,
6,Chemical Products,3811,Antiknock,2019,63086.0,11856797.0,0.68
15,Metals,8309,Metal Stoppers,2019,62807.0,18317028.0,0.17
19,Weapons,9307,Bladed Weapons and Accessories,2019,60902.0,53082.0,
6,Chemical Products,3802,Activated Carbon,2019,60062.0,11553846.0,-0.78
18,Instruments,9019,Therapeutic Appliances,2019,58479.0,70132123.0,0.36
15,Metals,7613,Aluminium Gas Containers,2019,57742.0,283666.0,0.7
6,Chemical Products,3507,Enzymes,2019,55662.0,17585908.0,0.99
6,Chemical Products,2934,Nucleic Acids,2019,55522.0,87023443.0,0.85
15,Metals,8211,Knives,2019,55335.0,44421502.0,0.83
6,Chemical Products,2836,Carbonates,2019,55104.0,14004119.0,-0.27
6,Chemical Products,3405,Polishes and Creams,2019,55053.0,3418703.0,1.05
6,Chemical Products,2942,Other Organic Compounds,2019,54483.0,1656465.0,0.06
18,Instruments,9104,Dashboard Clocks,2019,53390.0,384040.0,
16,Machines,8457,Metalworking Transfer Machines,2019,52727.0,17179907.0,1.7
11,Textiles,6103,Knit Men's Suits,2019,52452.0,41292425.0,-1.77
15,Metals,7610,Aluminium Structures,2019,52052.0,14083545.0,0.21
15,Metals,7219,Large Flat-Rolled Stainless Steel,2019,51219.0,218575465.0,0.85
19,Weapons,9305,Weapons Parts and Accessories,2019,49288.0,306523.0,0.4
21,Arts and Antiques,9703,Sculptures,2019,47807.0,5.0,-0.26
15,Metals,7415,Copper Fasteners,2019,46238.0,2268362.0,1.24
6,Chemical Products,3404,Waxes,2019,44124.0,2219377.0,0.49
6,Chemical Products,2929,Other Nitrogen Compounds,2019,43274.0,8691670.0,0.83
6,Chemical Products,2915,Saturated Acyclic Monocarboxylic Acids,2019,43214.0,43853917.0,0.93
18,Instruments,9020,Breathing Appliances,2019,42479.0,2451753.0,0.77
6,Chemical Products,2818,Aluminium Oxide,2019,42188.0,26208760.0,-0.2
11,Textiles,6211,Non-Knit Active Wear,2019,42065.0,41645739.0,-1.69
15,Metals,7608,Aluminium Pipes,2019,41211.0,7889598.0,0.29
6,Chemical Products,2827,Chlorides,2019,40765.0,21758759.0,0.5
16,Machines,8461,Metalworking Machines,2019,40508.0,8240901.0,1.94
6,Chemical Products,3302,Scented Mixtures,2019,38473.0,480537.0,0.2
15,Metals,8205,Other Hand Tools,2019,38255.0,102567942.0,0.96
16,Machines,8428,Lifting Machinery,2019,37971.0,169339820.0,0.74
7,Plastics and Rubbers,3906,Acrylic Polymers,2019,37484.0,59248952.0,1.38
15,Metals,8204,Wrenches,2019,36840.0,31926056.0,0.96
18,Instruments,9201,Pianos,2019,36345.0,974332.0,
10,Paper Goods,4811,Cellulose Fibers Paper,2019,36313.0,48420606.0,0.57
11,Textiles,6104,Knit Women's Suits,2019,35930.0,178013937.0,-1.69
15,Metals,7212,Large Coated Flat-Rolled Iron,2019,35794.0,4491027.0,0.37
6,Chemical Products,2815,Sodium or Potassium Peroxides,2019,35329.0,14405946.0,0.05
15,Metals,7615,Aluminium Housewares,2019,34046.0,87292221.0,-0.51
15,Metals,7220,Flat-Rolled Stainless Steel,2019,33692.0,13328983.0,1.32
15,Metals,7605,Aluminium Wire,2019,33384.0,2436513.0,-0.46
7,Plastics and Rubbers,3915,Scrap Plastic,2019,32510.0,35386.0,-1.03
15,Metals,7302,Iron Railway Products,2019,31080.0,793889.0,0.41
6,Chemical Products,2906,Cyclic Alcohols,2019,30669.0,2314548.0,0.4
11,Textiles,5609,Other Articles of Twine and Rope,2019,30249.0,1751106.0,-0.95
6,Chemical Products,2914,Ketones and Quinones,2019,30207.0,10411188.0,0.95
11,Textiles,5608,"Twine, cordage or rope; knotted netting, made up fishing nets and other made up nets, of textile materials",2019,30000.0,5901160.0,-0.81
6,Chemical Products,2921,Amine Compounds,2019,29831.0,39114539.0,1.04
2,Vegetable Products,1214,Forage Crops,2019,29799.0,2386.0,-1.21
16,Machines,8438,Industrial Food Preperation Machinery,2019,29117.0,29523929.0,0.35
12,Footwear and Headwear,6405,Other Footwear,2019,28326.0,14021749.0,-1.12
13,Stone And Glass,7010,Glass Bottles,2019,27961.0,30912506.0,-0.62
7,Plastics and Rubbers,4008,Rubber Sheets,2019,27867.0,6611385.0,0.73
16,Machines,8433,Harvesting Machinery,2019,27762.0,41847656.0,0.72
15,Metals,7804,Lead Sheets,2019,26123.0,13186.0,
11,Textiles,5601,Wadding,2019,24639.0,2538070.0,-0.2
4,Foodstuffs,1602,Other Prepared Meat,2019,24532.0,1392.0,0.29
13,Stone And Glass,7020,Other Glass Articles,2019,24381.0,14559226.0,0.81
17,Transportation,8903,Recreational Boats,2019,23302.0,4577398.0,0.07
16,Machines,8423,Scales,2019,22968.0,50438607.0,0.28
20,Miscellaneous,9404,Mattresses,2019,22860.0,34771184.0,-0.78
15,Metals,8113,Cermets,2019,22077.0,4365291.0,1.57
12,Footwear and Headwear,6404,Textile Footwear,2019,21984.0,401800387.0,-1.22
16,Machines,8509,Other Domestic Electric Housewares,2019,21628.0,192727440.0,0.59
15,Metals,7419,Other Copper Products,2019,21401.0,12784107.0,0.65
15,Metals,7211,Large Flat-Rolled Iron,2019,21239.0,744955.0,0.88
9,Wood Products,4414,Wood Frames,2019,20845.0,1498120.0,-1.22
13,Stone And Glass,6814,Processed Mica,2019,20591.0,3368073.0,
4,Foodstuffs,2207,Alcohol > 80% ABV,2019,20278.0,6303.0,-1.1
15,Metals,7411,Copper Pipes,2019,20014.0,12359365.0,0.26
11,Textiles,6203,Non-Knit Men's Suits,2019,19732.0,140124758.0,-1.48
20,Miscellaneous,9601,Worked Ivory and Bone,2019,19337.0,92520.0,
4,Foodstuffs,1803,Cocoa Paste,2019,18874.0,156183.0,-1.33
16,Machines,8532,Electrical Capacitors,2019,18230.0,29201710.0,0.68
13,Stone And Glass,6812,Asbestos Fibres,2019,18171.0,1595888.0,
2,Vegetable Products,904,Pepper,2019,17821.0,6227844.0,-2.11
6,Chemical Products,3005,Bandages,2019,17758.0,15476739.0,0.62
16,Machines,8510,Hair Trimmers,2019,17612.0,29372521.0,0.65
10,Paper Goods,4819,Paper Containers,2019,17508.0,53085822.0,-0.32
20,Miscellaneous,9608,Pens,2019,17471.0,60894166.0,0.39
8,Animal Hides,4203,Leather Apparel,2019,17125.0,56744456.0,-1.28
10,Paper Goods,4820,Paper Notebooks,2019,16804.0,36654170.0,-0.82
11,Textiles,5407,Synthetic Filament Yarn Woven Fabric,2019,16793.0,232851711.0,-0.12
6,Chemical Products,2924,Carboxyamide Compounds,2019,16572.0,36672852.0,0.59
11,Textiles,6305,Packing Bags,2019,16149.0,66976321.0,-2.09
6,Chemical Products,2928,Hydrazine or Hydroxylamine Derivatives,2019,15949.0,1031601.0,1.18
11,Textiles,6110,Knit Sweaters,2019,15718.0,310513739.0,-1.76
13,Stone And Glass,6802,Building Stone,2019,15633.0,43650981.0,-1.08
15,Metals,7206,Iron Ingots,2019,15625.0,213726.0,-1.46
10,Paper Goods,4818,Toilet Paper,2019,15096.0,11292606.0,-0.05
15,Metals,8104,Magnesium,2019,15000.0,17365350.0,0.57
13,Stone And Glass,6912,Ceramic Tableware,2019,14521.0,33217969.0,-0.51
6,Chemical Products,2932,Oxygen Heterocyclic Compounds,2019,14444.0,28313885.0,0.84
18,Instruments,9017,Drafting Tools,2019,14207.0,32059165.0,1.07
11,Textiles,5703,Tufted Carpets,2019,14189.0,26614748.0,-0.12
18,Instruments,9101,Precious Metal Watches,2019,14173.0,9459.0,0.47
16,Machines,8522,Audio and Video Recording Accessories,2019,14158.0,1161220.0,0.34
15,Metals,8214,Other Cutlery,2019,14041.0,14257139.0,-0.02
2,Vegetable Products,813,Dried Fruits,2019,13655.0,4172396.0,-1.45
4,Foodstuffs,2104,Soups and Broths,2019,13456.0,679690.0,-0.49
13,Stone And Glass,6913,Ornamental Ceramics,2019,12922.0,9301797.0,-0.99
3,Animal and Vegetable Bi-Products,1509,Pure Olive Oil,2019,12581.0,3574.0,-0.9
6,Chemical Products,3203,Vegetable or Animal Dyes,2019,11774.0,2011422.0,-0.35
11,Textiles,6308,Packaged Sewing Sets,2019,11639.0,1222624.0,
6,Chemical Products,2846,Rare-Earth Metal Compounds,2019,11478.0,5240102.0,0.27
15,Metals,7209,Cold-Rolled Iron,2019,11344.0,29192373.0,0.08
6,Chemical Products,3821,Micro-Organism Culture Preparations,2019,11123.0,182778.0,1.29
14,Precious Metals,7114,Metal-Clad Products,2019,10775.0,45173.0,-0.86
2,Vegetable Products,910,Spices,2019,10115.0,14181527.0,-1.64
16,Machines,8437,Mill Machinery,2019,9990.0,6427171.0,-0.15
16,Machines,8534,Printed Circuit Boards,2019,9882.0,74874736.0,0.57
11,Textiles,6109,Knit T-shirts,2019,9764.0,102016101.0,-1.96
16,Machines,8427,Fork-Lifts,2019,9660.0,103810775.0,0.87
5,Mineral Products,2715,Asphalt Mixtures,2019,9598.0,151305.0,-0.61
6,Chemical Products,2843,Precious Metal Compounds,2019,9475.0,5450689.0,0.6
16,Machines,8458,Metal Lathes,2019,9393.0,35244999.0,1.51
14,Precious Metals,7117,Imitation Jewellery,2019,9369.0,23995068.0,-0.3
16,Machines,8466,Metalworking Machine Parts,2019,9189.0,33893577.0,1.18
4,Foodstuffs,2006,Sugar Preserved Foods,2019,8700.0,8243275.0,
11,Textiles,6206,Non-Knit Women's Shirts,2019,8591.0,78834159.0,-1.52
11,Textiles,5607,Twine and Rope,2019,8405.0,9153385.0,-0.69
13,Stone And Glass,7002,Glass Balls,2019,8374.0,2775357.0,1.15
15,Metals,7609,Aluminium Pipe Fittings,2019,8323.0,3461689.0,0.1
6,Chemical Products,3215,Ink,2019,8286.0,6965523.0,0.59
20,Miscellaneous,9619,Sanitary towels (pads),2019,8223.0,86877890.0,
6,Chemical Products,2839,Silicates,2019,8179.0,1708530.0,
11,Textiles,6213,Handkerchiefs,2019,7971.0,1257191.0,
6,Chemical Products,2936,Vitamins,2019,7896.0,45758949.0,0.87
14,Precious Metals,7105,Precious Stone Dust,2019,7665.0,2062108.0,
18,Instruments,9003,Eyewear Frames,2019,7600.0,19761255.0,0.09
6,Chemical Products,3001,Glands and Other Organs,2019,7585.0,18487884.0,0.55
15,Metals,8203,Hand Tools,2019,7578.0,27529865.0,0.75
5,Mineral Products,2520,Gypsum,2019,7480.0,176043.0,-1.31
7,Plastics and Rubbers,4013,Rubber Inner Tubes,2019,7480.0,10308256.0,
18,Instruments,9114,Other Clocks and Watches,2019,7394.0,1273518.0,1.02
5,Mineral Products,2514,Slate,2019,7312.0,5347.0,
10,Paper Goods,4823,Shaped Paper,2019,7274.0,21072165.0,0.18
4,Foodstuffs,2102,Yeast,2019,7018.0,3251093.0,-0.14
6,Chemical Products,3506,Glues,2019,7010.0,42625307.0,0.6
7,Plastics and Rubbers,4014,Pharmaceutical Rubber Products,2019,6977.0,10118865.0,-0.22
3,Animal and Vegetable Bi-Products,1516,Other Vegetable Oils,2019,6927.0,111982.0,-1.58
15,Metals,7409,Copper Plating,2019,6872.0,850146.0,0.77
18,Instruments,9208,Other Musical Instruments,2019,6838.0,610644.0,
15,Metals,8307,Flexible Metal Tubing,2019,6785.0,5077370.0,-0.07
15,Metals,8215,Cutlery Sets,2019,6428.0,19277188.0,-0.61
10,Paper Goods,4905,Maps,2019,6412.0,26578.0,
4,Foodstuffs,2004,Other Frozen Vegetables,2019,6199.0,1372371.0,0.18
9,Wood Products,4405,Wood Wool,2019,6173.0,33201.0,
10,Paper Goods,4907,Documents of title (bonds etc) and unused stamps,2019,6136.0,1453279.0,-1.23
12,Footwear and Headwear,6704,Fake Hair,2019,6046.0,3358675.0,-2.36
16,Machines,8441,Other Paper Machinery,2019,5983.0,29700650.0,1.06
16,Machines,8530,Traffic Signals,2019,5952.0,2588575.0,0.81
2,Vegetable Products,1102,Cereal Flours,2019,5892.0,30821.0,-1.14
2,Vegetable Products,1404,Other Vegetable Products,2019,5886.0,1031157.0,-1.96
15,Metals,7607,Aluminium Foil,2019,5864.0,70380206.0,0.37
11,Textiles,6202,Non-Knit Women's Coats,2019,5756.0,556720800.0,-1.38
15,Metals,8206,Tool Sets,2019,5674.0,31810167.0,0.31
6,Chemical Products,3006,Special Pharmaceuticals,2019,5540.0,471497.0,0.58
16,Machines,8506,Batteries,2019,5413.0,65202388.0,0.15
6,Chemical Products,2916,Unsaturated Acyclic Monocarboxylic Acids,2019,5317.0,28571975.0,0.75
2,Vegetable Products,712,Dried Vegetables,2019,5169.0,30295672.0,-1.37
2,Vegetable Products,1106,Legume Flours,2019,5080.0,184634.0,
11,Textiles,6214,Scarves,2019,5011.0,19082866.0,-1.18
20,Miscellaneous,9505,Party Decorations,2019,4898.0,83557454.0,-1.45
15,Metals,8201,Garden Tools,2019,4798.0,21817991.0,
7,Plastics and Rubbers,3922,Plastic Wash Basins,2019,4722.0,46971816.0,0.19
10,Paper Goods,4803,Tissue,2019,4678.0,633757.0,-0.45
13,Stone And Glass,6909,Laboratory Ceramic Ware,2019,4539.0,13124997.0,1.06
6,Chemical Products,3820,Antifreeze,2019,4504.0,122390.0,0.21
6,Chemical Products,2917,Polycarboxylic Acids,2019,4487.0,236726651.0,0.67
18,Instruments,9103,Clocks with Watch Movements,2019,4273.0,118283.0,
4,Foodstuffs,2002,Processed Tomatoes,2019,4242.0,56612060.0,-1.14
13,Stone And Glass,6809,Plaster Articles,2019,4158.0,735923.0,-0.26
13,Stone And Glass,7009,Glass Mirrors,2019,4099.0,34502912.0,0.45
11,Textiles,5701,Knotted Carpets,2019,4037.0,517923.0,-1.41
15,Metals,7215,Other Iron Bars,2019,3995.0,1013752.0,0.02
12,Footwear and Headwear,6406,Footwear Parts,2019,3971.0,125941823.0,-0.67
15,Metals,7507,Nickel Pipes,2019,3934.0,1190909.0,0.94
11,Textiles,6107,Knit Men's Undergarments,2019,3860.0,52399646.0,-1.76
13,Stone And Glass,6803,Worked Slate,2019,3814.0,705059.0,-0.52
15,Metals,7310,Small Iron Containers,2019,3456.0,13975671.0,-0.08
18,Instruments,9209,Musical Instrument Parts,2019,3181.0,3902671.0,0.96
15,Metals,7406,Copper Powder,2019,3146.0,25240.0,-0.0
6,Chemical Products,3004,Packaged Medicaments,2019,3131.0,22671129.0,0.27
13,Stone And Glass,7016,Glass Bricks,2019,3126.0,7551029.0,-0.14
16,Machines,8464,Stone Working Machines,2019,3033.0,21701003.0,0.85
6,Chemical Products,3701,Photographic Plates,2019,2958.0,22665919.0,1.09
11,Textiles,6102,Knit Women's Coats,2019,2923.0,21825208.0,-1.86
7,Plastics and Rubbers,4010,Rubber Belting,2019,2895.0,35513784.0,0.89
5,Mineral Products,2507,Kaolin,2019,2841.0,763055.0,-0.32
11,Textiles,5806,Narrow Woven Fabric,2019,2838.0,23307227.0,-0.22
15,Metals,7314,Iron Cloth,2019,2788.0,16831459.0,-0.04
18,Instruments,9206,Percussion,2019,2719.0,877697.0,
11,Textiles,6113,Garments of Impregnated Fabric,2019,2694.0,5956651.0,-1.64
5,Mineral Products,2513,Pumice,2019,2640.0,4070641.0,
6,Chemical Products,2918,Carboxylic Acids,2019,2583.0,109056660.0,0.78
10,Paper Goods,4910,Calendars,2019,2553.0,970836.0,
6,Chemical Products,3603,Detonating Fuses,2019,2445.0,1600.0,-0.84
13,Stone And Glass,7001,Glass Scraps,2019,2444.0,65470.0,
2,Vegetable Products,713,Dried Legumes,2019,2323.0,5066189.0,-2.01
13,Stone And Glass,7006,Glass with Edge Workings,2019,2315.0,1892765.0,0.99
7,Plastics and Rubbers,3905,Other Vinyl Polymers,2019,2282.0,13152257.0,1.0
20,Miscellaneous,9614,Smoking Pipes,2019,2276.0,5407179.0,
15,Metals,7317,Iron Nails,2019,2264.0,5838469.0,-0.59
7,Plastics and Rubbers,4012,Used Rubber Tires,2019,2240.0,2172949.0,0.23
