"Commodity code","Commodity","Trading partner code","Trading partner","Customs Regime code","Customs Regime","Locations of importers and exporters code","Locations of importers and exporters","Quantity","Unit","Supplementary Quantity","Supplementary Unit","US dollar",
"03036400","Frozen haddock","312","Spain","33","Customs Warehousing Trade","37","Shandong Province","26971","Kilogram","0","?","144,295",
"03036400","Frozen haddock","322","Iceland","15","Processing with Imported Materials","21","Liaoning Province","21400","Kilogram","0","?","81,564",
"03036400","Frozen haddock","322","Iceland","33","Customs Warehousing Trade","37","Shandong Province","24754","Kilogram","0","?","89,114",
"03036400","Frozen haddock","326","Norway","15","Processing with Imported Materials","21","Liaoning Province","21592","Kilogram","0","?","60,639",
"03036400","Frozen haddock","326","Norway","15","Processing with Imported Materials","37","Shandong Province","976191","Kilogram","0","?","5,807,234",
"03036400","Frozen haddock","326","Norway","33","Customs Warehousing Trade","37","Shandong Province","58125","Kilogram","0","?","342,467",
"03036400","Frozen haddock","344","Russia","15","Processing with Imported Materials","37","Shandong Province","481822","Kilogram","0","?","2,715,236",
"03036400","Frozen haddock","344","Russia","33","Customs Warehousing Trade","21","Liaoning Province","731835","Kilogram","0","?","4,082,482",
"03036400","Frozen haddock","344","Russia","33","Customs Warehousing Trade","37","Shandong Province","908769","Kilogram","0","?","4,858,677",
"03036400","Frozen haddock","344","Russia","34","Entrepot Trade by Bonded Area","37","Shandong Province","3780","Kilogram","0","?","18,957",
"03036400","Frozen haddock","503","Greenland","15","Processing with Imported Materials","37","Shandong Province","1950","Kilogram","0","?","11,505",
"03036500","Frozen coalfish","326","Norway","14","Processing and Assembling","37","Shandong Province","241130","Kilogram","0","?","1,738,496",
"03036500","Frozen coalfish","326","Norway","15","Processing with Imported Materials","21","Liaoning Province","406675","Kilogram","0","?","1,408,131",
"03036500","Frozen coalfish","326","Norway","15","Processing with Imported Materials","37","Shandong Province","168691","Kilogram","0","?","682,114",
"03036600","Frozen hake","133","Republic of Korea","15","Processing with Imported Materials","21","Liaoning Province","67931","Kilogram","0","?","156,241",
"03036600","Frozen hake","133","Republic of Korea","15","Processing with Imported Materials","37","Shandong Province","111926","Kilogram","0","?","210,560",
"03036600","Frozen hake","133","Republic of Korea","33","Customs Warehousing Trade","21","Liaoning Province","28165","Kilogram","0","?","59,324",
"03036600","Frozen hake","244","South Africa","10","Ordinary Trade","37","Shandong Province","27000","Kilogram","0","?","73,599",
"03036600","Frozen hake","326","Norway","14","Processing and Assembling","37","Shandong Province","55402","Kilogram","0","?","156,233",
"03036600","Frozen hake","412","Chile","33","Customs Warehousing Trade","21","Liaoning Province","15885","Kilogram","0","?","23,899",
"03036600","Frozen hake","501","Canada","15","Processing with Imported Materials","21","Liaoning Province","26020","Kilogram","0","?","67,855",
"03036600","Frozen hake","501","Canada","34","Entrepot Trade by Bonded Area","21","Liaoning Province","2659","Kilogram","0","?","4,334",
"03036600","Frozen hake","609","New Zealand","10","Ordinary Trade","31","Shanghai Province","135","Kilogram","0","?","155",
"03036600","Frozen hake","609","New Zealand","10","Ordinary Trade","33","Zhejiang Province","26935","Kilogram","0","?","152,367",
"03036700","Frozen Alaska Pollack","109","Democratic People's Republic of Korea","33","Customs Warehousing Trade","21","Liaoning Province","1962166","Kilogram","0","?","1,919,817",
"03036700","Frozen Alaska Pollack","109","Democratic People's Republic of Korea","34","Entrepot Trade by Bonded Area","22","Jilin Province","110000","Kilogram","0","?","91,254",
"03036700","Frozen Alaska Pollack","116","Japan","15","Processing with Imported Materials","37","Shandong Province","5160","Kilogram","0","?","22,188",
"03036700","Frozen Alaska Pollack","133","Republic of Korea","10","Ordinary Trade","37","Shandong Province","11156","Kilogram","0","?","21,816",
"03036700","Frozen Alaska Pollack","133","Republic of Korea","15","Processing with Imported Materials","22","Jilin Province","912950","Kilogram","0","?","1,798,869",
"03036700","Frozen Alaska Pollack","133","Republic of Korea","15","Processing with Imported Materials","37","Shandong Province","423231","Kilogram","0","?","834,083",
"03036700","Frozen Alaska Pollack","133","Republic of Korea","33","Customs Warehousing Trade","37","Shandong Province","48000","Kilogram","0","?","100,688",
"03036700","Frozen Alaska Pollack","133","Republic of Korea","34","Entrepot Trade by Bonded Area","22","Jilin Province","22000","Kilogram","0","?","41,790",
"03036700","Frozen Alaska Pollack","344","Russia","10","Ordinary Trade","21","Liaoning Province","270896","Kilogram","0","?","339,636",
"03036700","Frozen Alaska Pollack","344","Russia","10","Ordinary Trade","37","Shandong Province","423476","Kilogram","0","?","711,509",
"03036700","Frozen Alaska Pollack","344","Russia","15","Processing with Imported Materials","21","Liaoning Province","703099","Kilogram","0","?","1,085,988",
"03036700","Frozen Alaska Pollack","344","Russia","15","Processing with Imported Materials","22","Jilin Province","4431739","Kilogram","0","?","6,680,966",
"03036700","Frozen Alaska Pollack","344","Russia","15","Processing with Imported Materials","37","Shandong Province","4793261","Kilogram","0","?","8,025,799",
"03036700","Frozen Alaska Pollack","344","Russia","33","Customs Warehousing Trade","21","Liaoning Province","16608744","Kilogram","0","?","18,756,105",
"03036700","Frozen Alaska Pollack","344","Russia","33","Customs Warehousing Trade","22","Jilin Province","1002276","Kilogram","0","?","1,409,832",
"03036700","Frozen Alaska Pollack","344","Russia","33","Customs Warehousing Trade","37","Shandong Province","3789244","Kilogram","0","?","5,721,944",
"03036700","Frozen Alaska Pollack","344","Russia","34","Entrepot Trade by Bonded Area","21","Liaoning Province","1272773","Kilogram","0","?","2,125,251",
"03036700","Frozen Alaska Pollack","344","Russia","34","Entrepot Trade by Bonded Area","37","Shandong Province","1565182","Kilogram","0","?","2,619,424",
"03036700","Frozen Alaska Pollack","410","Brazil","33","Customs Warehousing Trade","21","Liaoning Province","95040","Kilogram","0","?","152,064",
"03036700","Frozen Alaska Pollack","501","Canada","34","Entrepot Trade by Bonded Area","21","Liaoning Province","282776","Kilogram","0","?","460,889",
"03036700","Frozen Alaska Pollack","502","United States","14","Processing and Assembling","21","Liaoning Province","13623","Kilogram","0","?","24,522",
"03036700","Frozen Alaska Pollack","502","United States","14","Processing and Assembling","37","Shandong Province","53629","Kilogram","0","?","129,323",
"03036700","Frozen Alaska Pollack","502","United States","15","Processing with Imported Materials","21","Liaoning Province","235573","Kilogram","0","?","418,360",
"03036700","Frozen Alaska Pollack","502","United States","15","Processing with Imported Materials","37","Shandong Province","454291","Kilogram","0","?","885,342",
"03036700","Frozen Alaska Pollack","502","United States","33","Customs Warehousing Trade","21","Liaoning Province","122082","Kilogram","0","?","215,059",
"03036700","Frozen Alaska Pollack","502","United States","33","Customs Warehousing Trade","37","Shandong Province","122977","Kilogram","0","?","235,547",
"03036700","Frozen Alaska Pollack","502","United States","34","Entrepot Trade by Bonded Area","21","Liaoning Province","1095587","Kilogram","0","?","1,879,117",
"03036700","Frozen Alaska Pollack","502","United States","34","Entrepot Trade by Bonded Area","37","Shandong Province","17433","Kilogram","0","?","34,554",
"03036800","Frozen blue whitings","133","Republic of Korea","10","Ordinary Trade","37","Shandong Province","6000","Kilogram","0","?","11,670",
"03036800","Frozen blue whitings","305","France","10","Ordinary Trade","37","Shandong Province","68609","Kilogram","0","?","47,088",
"03036800","Frozen blue whitings","305","France","15","Processing with Imported Materials","37","Shandong Province","681766","Kilogram","0","?","474,746",
"03036800","Frozen blue whitings","309","Netherlands","10","Ordinary Trade","37","Shandong Province","301691","Kilogram","0","?","224,570",
"03036800","Frozen blue whitings","309","Netherlands","15","Processing with Imported Materials","37","Shandong Province","269514","Kilogram","0","?","187,671",
"03036800","Frozen blue whitings","609","New Zealand","10","Ordinary Trade","37","Shandong Province","893460","Kilogram","0","?","1,551,858",
"03036800","Frozen blue whitings","609","New Zealand","14","Processing and Assembling","37","Shandong Province","455400","Kilogram","0","?","648,944",
"03036800","Frozen blue whitings","609","New Zealand","33","Customs Warehousing Trade","21","Liaoning Province","374600","Kilogram","0","?","671,742",
"03036900","Other Frozen Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae etc.","116","Japan","10","Ordinary Trade","37","Shandong Province","20100","Kilogram","0","?","93,455",
"03036900","Other Frozen Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae etc.","143","Taiwan£¬China","10","Ordinary Trade","37","Shandong Province","40","Kilogram","0","?","3",
"03036900","Other Frozen Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae etc.","336","Lithuania","10","Ordinary Trade","37","Shandong Province","10080","Kilogram","0","?","43,848",
"03036900","Other Frozen Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae etc.","601","Australia","15","Processing with Imported Materials","37","Shandong Province","988430","Kilogram","0","?","3,063,404",
"03036900","Other Frozen Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae etc.","601","Australia","34","Entrepot Trade by Bonded Area","37","Shandong Province","74334","Kilogram","0","?","193,848",
"03036900","Other Frozen Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae etc.","609","New Zealand","10","Ordinary Trade","35","Fujian Province","16526","Kilogram","0","?","42,856",
"03036900","Other Frozen Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae etc.","609","New Zealand","10","Ordinary Trade","37","Shandong Province","205284","Kilogram","0","?","609,386",
"03036900","Other Frozen Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae etc.","609","New Zealand","14","Processing and Assembling","21","Liaoning Province","25480","Kilogram","0","?","38,220",
"03036900","Other Frozen Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae etc.","609","New Zealand","14","Processing and Assembling","37","Shandong Province","405000","Kilogram","0","?","523,800",
"03036900","Other Frozen Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae etc.","609","New Zealand","15","Processing with Imported Materials","37","Shandong Province","258104","Kilogram","0","?","703,139",
"03036900","Other Frozen Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae etc.","609","New Zealand","33","Customs Warehousing Trade","21","Liaoning Province","103600","Kilogram","0","?","298,782",
"03036900","Other Frozen Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae etc.","609","New Zealand","33","Customs Warehousing Trade","37","Shandong Province","211992","Kilogram","0","?","647,177",
"03036900","Other Frozen Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae etc.","609","New Zealand","34","Entrepot Trade by Bonded Area","37","Shandong Province","781338","Kilogram","0","?","2,174,459",
"03038100","Frozen dogfish and other sharks","112","Indonesia","10","Ordinary Trade","34","Anhui Province","7470","Kilogram","0","?","21,353",
"03038100","Frozen dogfish and other sharks","112","Indonesia","10","Ordinary Trade","35","Fujian Province","12869","Kilogram","0","?","10,168",
"03038100","Frozen dogfish and other sharks","143","Taiwan£¬China","10","Ordinary Trade","35","Fujian Province","347829","Kilogram","0","?","217,230",
"03038100","Frozen dogfish and other sharks","143","Taiwan£¬China","39","Other","35","Fujian Province","126947","Kilogram","0","?","90,197",
"03038100","Frozen dogfish and other sharks","201","Algeria","10","Ordinary Trade","35","Fujian Province","6000","Kilogram","0","?","13,346",
"03038100","Frozen dogfish and other sharks","201","Algeria","15","Processing with Imported Materials","35","Fujian Province","24000","Kilogram","0","?","50,900",
"03038100","Frozen dogfish and other sharks","609","New Zealand","10","Ordinary Trade","37","Shandong Province","1696","Kilogram","0","?","2,035",
"03038200","Frozen rays and skates","112","Indonesia","10","Ordinary Trade","35","Fujian Province","28000","Kilogram","0","?","36,509",
"03038200","Frozen rays and skates","116","Japan","10","Ordinary Trade","45","Guangxi Zhuang Autonomous Region","25000","Kilogram","0","?","146,390",
"03038200","Frozen rays and skates","133","Republic of Korea","10","Ordinary Trade","37","Shandong Province","26632","Kilogram","0","?","46,021",
"03038200","Frozen rays and skates","142","China","34","Entrepot Trade by Bonded Area","44","Guangdong Province","2812","Kilogram","0","?","4,218",
"03038200","Frozen rays and skates","402","Argentina","10","Ordinary Trade","21","Liaoning Province","6610","Kilogram","0","?","8,102",
"03038200","Frozen rays and skates","609","New Zealand","10","Ordinary Trade","37","Shandong Province","3568","Kilogram","0","?","7,675",
"03038300","Frozen toothfish","133","Republic of Korea","10","Ordinary Trade","21","Liaoning Province","47293","Kilogram","0","?","1,322,456",
"03038300","Frozen toothfish","133","Republic of Korea","10","Ordinary Trade","37","Shandong Province","22888","Kilogram","0","?","780,912",
"03038300","Frozen toothfish","143","Taiwan£¬China","10","Ordinary Trade","37","Shandong Province","10500","Kilogram","0","?","17,215",
"03038300","Frozen toothfish","143","Taiwan£¬China","33","Customs Warehousing Trade","21","Liaoning Province","7020","Kilogram","0","?","164,970",
"03038300","Frozen toothfish","305","France","10","Ordinary Trade","11","Beijing","18406","Kilogram","0","?","606,752",
"03038300","Frozen toothfish","305","France","10","Ordinary Trade","31","Shanghai Province","44723","Kilogram","0","?","1,494,587",
"03038300","Frozen toothfish","305","France","33","Customs Warehousing Trade","33","Zhejiang Province","42767","Kilogram","0","?","1,432,750",
"03038300","Frozen toothfish","305","France","33","Customs Warehousing Trade","37","Shandong Province","23023","Kilogram","0","?","761,479",
"03038300","Frozen toothfish","312","Spain","33","Customs Warehousing Trade","33","Zhejiang Province","12502","Kilogram","0","?","338,489",
"03038300","Frozen toothfish","412","Chile","10","Ordinary Trade","31","Shanghai Province","33829","Kilogram","0","?","1,115,309",
"03038300","Frozen toothfish","412","Chile","10","Ordinary Trade","35","Fujian Province","29895","Kilogram","0","?","985,403",
