"Commodity code","Commodity","Trading partner code","Trading partner","Customs Regime code","Customs Regime","Locations of importers and exporters code","Locations of importers and exporters","Quantity","Unit","Supplementary Quantity","Supplementary Unit","US dollar",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","110","Hong Kong£¬China","10","Ordinary Trade","44","Guangdong Province","54","Kilogram","0","?","271",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","111","India","10","Ordinary Trade","35","Fujian Province","153940","Kilogram","0","?","463,632",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","111","India","10","Ordinary Trade","37","Shandong Province","25000","Kilogram","0","?","82,850",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","111","India","10","Ordinary Trade","44","Guangdong Province","26500","Kilogram","0","?","71,755",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","111","India","10","Ordinary Trade","63","Qinghai Province","23900","Kilogram","0","?","77,418",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","112","Indonesia","10","Ordinary Trade","13","Hebei Province","169751","Kilogram","0","?","466,995",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","112","Indonesia","10","Ordinary Trade","35","Fujian Province","211624","Kilogram","0","?","387,907",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","112","Indonesia","10","Ordinary Trade","44","Guangdong Province","135322","Kilogram","0","?","371,697",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","112","Indonesia","10","Ordinary Trade","45","Guangxi Zhuang Autonomous Region","27120","Kilogram","0","?","33,104",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","112","Indonesia","10","Ordinary Trade","51","Sichuan Province","11615","Kilogram","0","?","29,125",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","112","Indonesia","10","Ordinary Trade","65","Xinjiang Uygur Autonomous Region","5170","Kilogram","0","?","14,299",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","116","Japan","10","Ordinary Trade","21","Liaoning Province","9180","Kilogram","0","?","20,302",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","116","Japan","10","Ordinary Trade","35","Fujian Province","144700","Kilogram","0","?","228,090",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","116","Japan","10","Ordinary Trade","37","Shandong Province","8023","Kilogram","0","?","16,279",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","116","Japan","10","Ordinary Trade","44","Guangdong Province","162925","Kilogram","0","?","244,391",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","116","Japan","10","Ordinary Trade","46","Hainan Province","75000","Kilogram","0","?","111,000",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","116","Japan","14","Processing and Assembling","37","Shandong Province","20260","Kilogram","0","?","81,040",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","116","Japan","15","Processing with Imported Materials","37","Shandong Province","1580","Kilogram","0","?","4,740",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","116","Japan","34","Entrepot Trade by Bonded Area","35","Fujian Province","24990","Kilogram","0","?","94,101",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","122","Malaysia","10","Ordinary Trade","33","Zhejiang Province","106840","Kilogram","0","?","231,121",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","122","Malaysia","10","Ordinary Trade","35","Fujian Province","1188510","Kilogram","0","?","2,374,522",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","122","Malaysia","10","Ordinary Trade","37","Shandong Province","25038","Kilogram","0","?","57,348",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","122","Malaysia","10","Ordinary Trade","45","Guangxi Zhuang Autonomous Region","806500","Kilogram","0","?","1,003,268",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","122","Malaysia","10","Ordinary Trade","46","Hainan Province","109000","Kilogram","0","?","269,110",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","127","Pakistan","10","Ordinary Trade","35","Fujian Province","36407","Kilogram","0","?","122,839",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","127","Pakistan","10","Ordinary Trade","37","Shandong Province","7289","Kilogram","0","?","22,452",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","127","Pakistan","10","Ordinary Trade","44","Guangdong Province","36559","Kilogram","0","?","109,425",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","129","Philippines","10","Ordinary Trade","33","Zhejiang Province","935200","Kilogram","0","?","825,447",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","129","Philippines","10","Ordinary Trade","35","Fujian Province","4691660","Kilogram","0","?","6,119,316",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","129","Philippines","10","Ordinary Trade","45","Guangxi Zhuang Autonomous Region","54000","Kilogram","0","?","68,850",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","132","Singapore","10","Ordinary Trade","33","Zhejiang Province","1000","Kilogram","0","?","2,531",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","132","Singapore","10","Ordinary Trade","35","Fujian Province","461728","Kilogram","0","?","618,056",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","133","Republic of Korea","10","Ordinary Trade","21","Liaoning Province","65760","Kilogram","0","?","56,546",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","133","Republic of Korea","10","Ordinary Trade","35","Fujian Province","66150","Kilogram","0","?","103,260",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","133","Republic of Korea","10","Ordinary Trade","37","Shandong Province","2998034","Kilogram","0","?","2,199,795",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","133","Republic of Korea","10","Ordinary Trade","46","Hainan Province","24000","Kilogram","0","?","36,420",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","133","Republic of Korea","14","Processing and Assembling","37","Shandong Province","125384","Kilogram","0","?","312,993",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","133","Republic of Korea","15","Processing with Imported Materials","37","Shandong Province","1416948","Kilogram","0","?","4,306,397",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","133","Republic of Korea","33","Customs Warehousing Trade","35","Fujian Province","84837","Kilogram","0","?","135,739",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","134","Sri Lanka","10","Ordinary Trade","35","Fujian Province","27000","Kilogram","0","?","32,400",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","134","Sri Lanka","10","Ordinary Trade","37","Shandong Province","24300","Kilogram","0","?","45,500",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","134","Sri Lanka","34","Entrepot Trade by Bonded Area","35","Fujian Province","191000","Kilogram","0","?","588,820",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","136","Thailand","10","Ordinary Trade","33","Zhejiang Province","185474","Kilogram","0","?","140,428",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","136","Thailand","10","Ordinary Trade","35","Fujian Province","429000","Kilogram","0","?","1,194,700",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","136","Thailand","10","Ordinary Trade","37","Shandong Province","7400","Kilogram","0","?","45,880",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","136","Thailand","10","Ordinary Trade","45","Guangxi Zhuang Autonomous Region","54000","Kilogram","0","?","70,140",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","136","Thailand","10","Ordinary Trade","46","Hainan Province","27000","Kilogram","0","?","75,600",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","138","United Arab Emirates","10","Ordinary Trade","33","Zhejiang Province","24000","Kilogram","0","?","56,680",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","141","Viet Nam","10","Ordinary Trade","33","Zhejiang Province","82000","Kilogram","0","?","114,431",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","141","Viet Nam","10","Ordinary Trade","35","Fujian Province","1282429","Kilogram","0","?","1,694,601",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","141","Viet Nam","10","Ordinary Trade","46","Hainan Province","27000","Kilogram","0","?","38,020",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","143","Taiwan£¬China","10","Ordinary Trade","35","Fujian Province","920587","Kilogram","0","?","1,739,932",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","143","Taiwan£¬China","10","Ordinary Trade","37","Shandong Province","78743","Kilogram","0","?","262,601",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","143","Taiwan£¬China","33","Customs Warehousing Trade","35","Fujian Province","519144","Kilogram","0","?","981,606",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","143","Taiwan£¬China","34","Entrepot Trade by Bonded Area","35","Fujian Province","27000","Kilogram","0","?","99,910",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","143","Taiwan£¬China","39","Other","35","Fujian Province","77719","Kilogram","0","?","140,314",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","223","Cote d'lvoire","10","Ordinary Trade","35","Fujian Province","53670","Kilogram","0","?","81,822",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","231","Mauritius","10","Ordinary Trade","35","Fujian Province","28000","Kilogram","0","?","56,000",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","231","Mauritius","34","Entrepot Trade by Bonded Area","35","Fujian Province","7000","Kilogram","0","?","17,904",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","233","Mozambique","10","Ordinary Trade","35","Fujian Province","54000","Kilogram","0","?","83,700",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","242","Sierra Leone","10","Ordinary Trade","35","Fujian Province","21182","Kilogram","0","?","100,615",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","244","South Africa","10","Ordinary Trade","35","Fujian Province","161436","Kilogram","0","?","282,514",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","244","South Africa","10","Ordinary Trade","37","Shandong Province","81293","Kilogram","0","?","136,728",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","254","Zimbabwe","10","Ordinary Trade","35","Fujian Province","55100","Kilogram","0","?","66,120",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","316","Bulgaria","10","Ordinary Trade","33","Zhejiang Province","51000","Kilogram","0","?","91,885",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","344","Russia","10","Ordinary Trade","21","Liaoning Province","227525","Kilogram","0","?","369,152",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","344","Russia","10","Ordinary Trade","33","Zhejiang Province","103300","Kilogram","0","?","207,846",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","344","Russia","10","Ordinary Trade","35","Fujian Province","21000","Kilogram","0","?","28,676",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","344","Russia","10","Ordinary Trade","37","Shandong Province","124180","Kilogram","0","?","224,524",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","405","Barbados","10","Ordinary Trade","33","Zhejiang Province","4363","Kilogram","0","?","12,275",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","429","Mexico","15","Processing with Imported Materials","37","Shandong Province","24825","Kilogram","0","?","44,819",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","441","Suriname","10","Ordinary Trade","33","Zhejiang Province","25520","Kilogram","0","?","90,586",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","441","Suriname","10","Ordinary Trade","35","Fujian Province","48969","Kilogram","0","?","139,981",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","445","Venezuela","39","Other","37","Shandong Province","60","Kilogram","0","?","67",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","501","Canada","10","Ordinary Trade","21","Liaoning Province","123147","Kilogram","0","?","355,906",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","501","Canada","10","Ordinary Trade","33","Zhejiang Province","49380","Kilogram","0","?","110,211",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","501","Canada","10","Ordinary Trade","35","Fujian Province","119981","Kilogram","0","?","437,458",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","501","Canada","10","Ordinary Trade","37","Shandong Province","96723","Kilogram","0","?","357,625",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","501","Canada","10","Ordinary Trade","44","Guangdong Province","43236","Kilogram","0","?","147,966",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","501","Canada","10","Ordinary Trade","51","Sichuan Province","47736","Kilogram","0","?","171,407",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","501","Canada","15","Processing with Imported Materials","21","Liaoning Province","22932","Kilogram","0","?","81,653",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","501","Canada","15","Processing with Imported Materials","37","Shandong Province","99720","Kilogram","0","?","416,331",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","501","Canada","33","Customs Warehousing Trade","21","Liaoning Province","97065","Kilogram","0","?","217,866",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","502","United States","10","Ordinary Trade","35","Fujian Province","1152","Kilogram","0","?","7,806",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","502","United States","10","Ordinary Trade","46","Hainan Province","30","Kilogram","0","?","264",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","502","United States","15","Processing with Imported Materials","37","Shandong Province","175","Kilogram","0","?","1,297",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","608","Vanuatu","10","Ordinary Trade","35","Fujian Province","3000","Kilogram","0","?","3,600",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","609","New Zealand","10","Ordinary Trade","35","Fujian Province","8230","Kilogram","0","?","9,876",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","614","Tonga","10","Ordinary Trade","35","Fujian Province","27000","Kilogram","0","?","31,050",
"03035990","Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish","620","The Federated States of Micronesia","10","Ordinary Trade","35","Fujian Province","11700","Kilogram","0","?","17,814",
"03036300","Frozen cod","112","Indonesia","34","Entrepot Trade by Bonded Area","21","Liaoning Province","11998","Kilogram","0","?","67,089",
"03036300","Frozen cod","133","Republic of Korea","10","Ordinary Trade","32","Jiangsu Province","13450","Kilogram","0","?","32,385",
"03036300","Frozen cod","133","Republic of Korea","10","Ordinary Trade","37","Shandong Province","20745","Kilogram","0","?","22,736",
"03036300","Frozen cod","133","Republic of Korea","15","Processing with Imported Materials","21","Liaoning Province","222180","Kilogram","0","?","1,415,106",
"03036300","Frozen cod","133","Republic of Korea","33","Customs Warehousing Trade","21","Liaoning Province","55785","Kilogram","0","?","44,762",
"03036300","Frozen cod","311","Portugal","14","Processing and Assembling","37","Shandong Province","54975","Kilogram","0","?","387,267",
"03036300","Frozen cod","311","Portugal","15","Processing with Imported Materials","37","Shandong Province","205529","Kilogram","0","?","1,498,106",
"03036300","Frozen cod","311","Portugal","33","Customs Warehousing Trade","37","Shandong Province","39818","Kilogram","0","?","273,709",
"03036300","Frozen cod","312","Spain","14","Processing and Assembling","37","Shandong Province","54423","Kilogram","0","?","459,853",
"03036300","Frozen cod","312","Spain","15","Processing with Imported Materials","37","Shandong Province","93409","Kilogram","0","?","659,949",
"03036300","Frozen cod","312","Spain","33","Customs Warehousing Trade","37","Shandong Province","13977","Kilogram","0","?","103,742",
"03036300","Frozen cod","322","Iceland","10","Ordinary Trade","37","Shandong Province","24210","Kilogram","0","?","142,563",
"03036300","Frozen cod","326","Norway","10","Ordinary Trade","37","Shandong Province","28161","Kilogram","0","?","261,809",
"03036300","Frozen cod","326","Norway","14","Processing and Assembling","37","Shandong Province","85269","Kilogram","0","?","967,803",
"03036300","Frozen cod","326","Norway","15","Processing with Imported Materials","37","Shandong Province","414189","Kilogram","0","?","3,513,713",
"03036300","Frozen cod","326","Norway","33","Customs Warehousing Trade","37","Shandong Province","164946","Kilogram","0","?","1,313,151",
"03036300","Frozen cod","326","Norway","34","Entrepot Trade by Bonded Area","37","Shandong Province","84961","Kilogram","0","?","717,622",
"03036300","Frozen cod","344","Russia","10","Ordinary Trade","37","Shandong Province","211916","Kilogram","0","?","1,822,328",
"03036300","Frozen cod","344","Russia","14","Processing and Assembling","37","Shandong Province","83999","Kilogram","0","?","547,629",
"03036300","Frozen cod","344","Russia","15","Processing with Imported Materials","21","Liaoning Province","1595447","Kilogram","0","?","10,742,415",
"03036300","Frozen cod","344","Russia","15","Processing with Imported Materials","22","Jilin Province","9306","Kilogram","0","?","46,932",
"03036300","Frozen cod","344","Russia","15","Processing with Imported Materials","37","Shandong Province","1777965","Kilogram","0","?","13,660,540",
"03036300","Frozen cod","344","Russia","33","Customs Warehousing Trade","21","Liaoning Province","340280","Kilogram","0","?","2,058,719",
"03036300","Frozen cod","344","Russia","33","Customs Warehousing Trade","37","Shandong Province","1847941","Kilogram","0","?","14,564,804",
"03036300","Frozen cod","344","Russia","34","Entrepot Trade by Bonded Area","21","Liaoning Province","1040938","Kilogram","0","?","7,328,263",
"03036300","Frozen cod","344","Russia","34","Entrepot Trade by Bonded Area","37","Shandong Province","506815","Kilogram","0","?","3,129,346",
"03036300","Frozen cod","357","Faroe Islands","15","Processing with Imported Materials","21","Liaoning Province","28860","Kilogram","0","?","246,609",
"03036300","Frozen cod","357","Faroe Islands","15","Processing with Imported Materials","37","Shandong Province","92567","Kilogram","0","?","735,561",
"03036300","Frozen cod","501","Canada","10","Ordinary Trade","37","Shandong Province","49162","Kilogram","0","?","325,938",
"03036300","Frozen cod","501","Canada","15","Processing with Imported Materials","21","Liaoning Province","34740","Kilogram","0","?","72,954",
"03036300","Frozen cod","501","Canada","15","Processing with Imported Materials","37","Shandong Province","69696","Kilogram","0","?","567,832",
"03036300","Frozen cod","502","United States","14","Processing and Assembling","21","Liaoning Province","42866","Kilogram","0","?","214,328",
"03036300","Frozen cod","502","United States","14","Processing and Assembling","37","Shandong Province","197381","Kilogram","0","?","972,871",
"03036300","Frozen cod","502","United States","15","Processing with Imported Materials","21","Liaoning Province","143024","Kilogram","0","?","867,718",
"03036300","Frozen cod","502","United States","15","Processing with Imported Materials","37","Shandong Province","321449","Kilogram","0","?","2,157,140",
"03036300","Frozen cod","502","United States","33","Customs Warehousing Trade","21","Liaoning Province","24780","Kilogram","0","?","148,257",
"03036300","Frozen cod","502","United States","33","Customs Warehousing Trade","37","Shandong Province","356825","Kilogram","0","?","2,340,848",
"03036300","Frozen cod","502","United States","34","Entrepot Trade by Bonded Area","21","Liaoning Province","19193","Kilogram","0","?","114,218",
"03036300","Frozen cod","502","United States","34","Entrepot Trade by Bonded Area","37","Shandong Province","21900","Kilogram","0","?","133,071",
"03036300","Frozen cod","503","Greenland","14","Processing and Assembling","37","Shandong Province","253488","Kilogram","0","?","1,601,383",
"03036300","Frozen cod","503","Greenland","15","Processing with Imported Materials","37","Shandong Province","397734","Kilogram","0","?","2,961,935",
"03036300","Frozen cod","503","Greenland","33","Customs Warehousing Trade","37","Shandong Province","777623","Kilogram","0","?","5,777,426",
